codigo_inep,ano,n_redacoes,media_c1,media_c2,media_c3,media_c4,media_c5
11000058,2024,90,142.44,178.0,151.78,166.0,156.0
11000198,2024,48,133.33,158.75,131.25,145.83,142.92
11000252,2024,17,129.41,157.65,132.94,145.88,151.76
11000260,2024,97,137.73,170.72,141.86,156.7,150.52
11000317,2024,10,100.0,122.0,94.0,106.0,68.0
11000350,2024,49,140.0,170.61,145.71,161.63,148.16
11000384,2024,31,115.48,134.84,106.45,118.71,87.74
11000457,2024,15,104.0,136.0,105.33,117.33,94.67
11000554,2024,16,116.25,138.75,122.5,133.75,120.0
11000678,2024,85,125.18,154.82,124.24,138.35,123.29
11000708,2024,73,114.79,142.74,110.68,129.59,113.15
11000856,2024,74,115.95,138.11,110.81,126.49,101.35
11000880,2024,68,143.82,175.0,150.29,163.53,161.47
11001046,2024,58,116.9,139.66,110.34,122.07,95.86
11001119,2024,53,114.34,141.89,112.83,121.51,110.94
11001135,2024,41,135.12,165.37,134.63,156.1,123.41
11001143,2024,16,110.0,138.75,108.75,123.75,85.0
11001283,2024,37,120.54,147.03,114.05,127.03,117.3
11001305,2024,33,113.94,147.88,112.73,129.7,107.27
11001410,2024,21,126.67,152.38,126.67,134.29,127.62
11001496,2024,35,112.0,130.29,101.71,113.14,86.29
11001550,2024,51,110.59,134.9,109.8,120.39,96.47
11001640,2024,172,123.49,154.07,126.05,143.6,128.84
11001887,2024,6,86.67,120.0,96.67,103.33,56.67
11002018,2024,78,123.33,151.28,120.0,138.21,120.77
11002123,2024,162,113.09,137.65,111.23,124.32,100.0
11002255,2024,4,110.0,110.0,110.0,120.0,80.0
11002468,2024,46,136.96,164.35,131.3,150.43,145.22
11002476,2024,36,111.11,128.89,102.78,114.44,73.33
11002484,2024,293,134.33,165.05,133.45,150.78,139.18
11002506,2024,55,113.09,144.36,113.82,128.36,120.0
11002514,2024,77,112.73,139.22,105.19,121.82,98.96
11002522,2024,156,115.77,146.03,116.15,131.03,109.36
11002549,2024,29,113.1,133.1,106.21,122.76,94.48
11003065,2024,206,119.71,148.93,121.17,133.2,112.82
11003081,2024,32,140.0,163.75,140.62,153.75,145.0
11003090,2024,38,134.74,174.21,141.58,158.42,154.74
11003413,2024,19,115.79,130.53,103.16,118.95,97.89
11003812,2024,8,105.0,122.5,105.0,97.5,92.5
11003839,2024,3,120.0,93.33,113.33,120.0,93.33
11003979,2024,47,112.34,134.89,108.51,117.02,86.38
11004274,2024,33,107.88,132.12,101.82,120.0,96.97
11004347,2024,25,108.8,132.8,101.6,105.6,100.0
11004428,2024,51,123.14,156.47,129.8,140.39,144.31
11005041,2024,63,108.89,133.97,105.71,117.46,89.52
11005360,2024,42,112.86,138.1,108.1,120.48,97.62
11005475,2024,83,122.41,153.49,119.76,136.14,130.6
11005823,2024,55,111.27,133.82,105.45,122.55,97.82
11005939,2024,72,121.39,142.5,118.33,131.39,115.28
11006013,2024,13,106.15,129.23,93.85,106.15,61.54
11006420,2024,5,100.0,120.0,100.0,112.0,84.0
11006617,2024,30,111.33,142.0,113.33,126.0,109.33
11006633,2024,47,108.94,129.36,108.51,121.28,83.4
11006641,2024,100,122.0,145.0,122.2,135.0,128.0
11006757,2024,7,108.57,122.86,105.71,114.29,91.43
11006773,2024,36,113.33,144.44,110.0,113.33,97.22
11006889,2024,90,117.33,141.78,110.89,125.56,110.89
11007168,2024,29,118.62,146.9,122.07,133.79,126.21
11007656,2024,35,145.71,174.86,148.0,165.71,156.57
11007885,2024,93,139.57,172.69,142.8,160.43,161.51
11007893,2024,207,128.12,158.74,129.57,145.31,140.0
11007982,2024,4,75.0,130.0,80.0,90.0,75.0
11008105,2024,32,131.88,163.75,130.0,145.62,150.62
11009080,2024,7,108.57,131.43,94.29,105.71,91.43
11009152,2024,75,110.4,140.53,110.4,120.27,93.87
11009306,2024,19,117.89,128.42,106.32,127.37,84.21
11009888,2024,49,110.2,139.59,107.35,120.0,91.84
11010290,2024,23,120.87,150.43,118.26,126.96,113.04
11010665,2024,73,120.27,143.01,116.44,130.96,124.11
11011491,2024,9,131.11,155.56,124.44,131.11,113.33
11011661,2024,32,120.0,148.75,117.5,128.12,124.38
11012145,2024,4,120.0,140.0,110.0,130.0,105.0
11012447,2024,24,119.17,140.0,113.33,119.17,110.0
11012579,2024,20,119.0,144.0,114.0,130.0,109.0
11012684,2024,37,118.92,145.41,113.51,127.03,112.43
11012994,2024,76,119.47,150.53,119.47,134.21,124.74
11013737,2024,36,136.11,160.0,136.67,151.67,145.0
11014156,2024,64,112.81,132.19,103.44,119.06,98.44
11014300,2024,27,103.7,132.59,100.0,105.93,84.44
11014431,2024,109,117.8,139.27,115.41,126.06,120.0
11015446,2024,6,103.33,120.0,96.67,106.67,86.67
11015500,2024,14,125.71,157.14,115.71,138.57,107.14
11015608,2024,34,126.47,155.29,126.47,148.24,144.71
11015616,2024,8,127.5,162.5,125.0,130.0,135.0
11015624,2024,97,123.71,148.66,122.27,137.11,130.1
11015632,2024,43,123.26,154.88,119.53,144.65,143.26
11015667,2024,35,118.29,138.86,122.86,136.57,117.71
11015683,2024,53,117.36,144.91,113.96,126.42,106.79
11015896,2024,42,131.9,171.9,140.48,150.95,139.52
11016094,2024,38,117.37,150.0,117.37,130.53,119.47
11016230,2024,7,91.43,120.0,94.29,102.86,51.43
11017120,2024,40,121.0,144.5,116.0,128.5,136.5
11017384,2024,31,117.42,139.35,114.19,126.45,121.29
11017422,2024,15,128.0,157.33,126.67,144.0,161.33
11017775,2024,38,128.42,160.53,125.79,142.11,141.05
11017791,2024,83,118.07,143.37,113.01,126.27,110.36
11017856,2024,5,96.0,104.0,100.0,100.0,52.0
11018089,2024,59,122.37,155.25,125.76,144.75,140.0
11018216,2024,1,120.0,80.0,100.0,120.0,60.0
11018267,2024,17,103.53,135.29,107.06,120.0,105.88
11018810,2024,30,118.0,134.67,111.33,126.0,110.67
11018950,2024,18,113.33,146.67,116.67,134.44,125.56
11019115,2024,15,109.33,121.33,100.0,104.0,76.0
11019140,2024,36,120.0,147.22,116.67,127.22,124.44
11019948,2024,33,130.3,159.39,126.06,140.61,142.42
11019956,2024,35,132.0,154.86,130.29,142.29,141.71
11020326,2024,30,111.33,129.33,100.67,109.33,90.0
11020504,2024,48,120.42,147.08,116.25,140.83,115.42
11021403,2024,40,111.5,143.5,114.5,128.5,119.0
11022221,2024,77,131.69,158.18,131.43,148.57,145.19
11022981,2024,92,119.13,139.78,118.04,135.22,125.0
11023678,2024,79,118.23,141.27,116.2,129.87,122.78
11024097,2024,63,119.37,146.98,116.51,126.67,125.71
11024437,2024,64,120.94,141.88,115.31,124.69,133.75
11024682,2024,48,112.08,136.67,108.75,128.33,115.83
11024968,2024,35,134.86,166.29,133.14,154.86,162.86
11025638,2024,48,124.17,152.08,120.0,137.08,144.58
11025670,2024,28,130.71,164.29,136.43,145.0,135.71
11025697,2024,13,106.15,123.08,93.85,103.08,69.23
11026014,2024,7,100.0,125.71,88.57,117.14,94.29
11026073,2024,32,121.25,145.0,113.12,131.25,108.12
11026197,2024,30,108.67,134.0,100.67,114.0,92.0
11026278,2024,99,117.78,142.02,117.58,125.05,114.95
11026324,2024,57,143.16,180.35,148.77,165.61,169.82
11027290,2024,63,134.29,168.25,140.0,156.19,146.03
11027312,2024,20,118.0,145.0,112.0,129.0,121.0
11027320,2024,41,109.76,139.51,113.66,119.02,104.88
11027347,2024,14,128.57,154.29,124.29,141.43,107.14
11027355,2024,14,110.0,122.86,95.71,102.86,81.43
11027401,2024,6,113.33,126.67,76.67,113.33,76.67
11027754,2024,109,113.03,129.72,103.67,118.53,103.49
11028424,2024,56,126.79,153.21,125.0,140.71,134.64
11028483,2024,8,100.0,120.0,90.0,107.5,82.5
11028750,2024,20,120.0,149.0,114.0,131.0,126.0
11029056,2024,12,138.33,163.33,126.67,143.33,141.67
11029110,2024,10,116.0,146.0,118.0,124.0,130.0
11029307,2024,37,107.03,140.54,112.43,125.95,116.22
11029439,2024,62,126.77,161.29,131.61,148.06,137.74
11029455,2024,173,124.28,151.91,123.7,138.27,137.23
11029480,2024,25,123.2,154.4,122.4,138.4,134.4
11029951,2024,48,122.08,142.08,122.08,137.5,117.08
11030003,2024,18,122.22,153.33,132.22,147.78,153.33
11030216,2024,24,121.67,159.17,120.0,131.67,107.5
11030372,2024,20,123.0,145.0,117.0,135.0,136.0
11030666,2024,11,107.27,127.27,92.73,112.73,78.18
11031298,2024,45,114.22,143.11,114.67,134.22,121.78
11031689,2024,18,108.89,144.44,116.67,123.33,107.78
11031964,2024,22,130.91,169.09,133.64,150.91,138.18
11032189,2024,11,127.27,149.09,125.45,147.27,150.91
11032260,2024,35,121.71,150.29,122.29,131.43,126.86
11032359,2024,8,107.5,132.5,105.0,120.0,70.0
11032510,2024,29,105.52,131.72,105.52,110.34,89.66
11033070,2024,96,115.62,138.75,108.54,121.46,106.04
11033193,2024,27,97.04,112.59,89.63,103.7,69.63
11033215,2024,47,135.74,161.7,134.47,143.83,142.13
11033649,2024,97,113.81,141.86,113.81,124.33,103.71
11033738,2024,10,136.0,166.0,144.0,162.0,152.0
11033797,2024,138,119.42,144.06,114.2,128.99,114.93
11033819,2024,21,125.71,160.95,127.62,147.62,149.52
11033835,2024,80,118.5,144.75,120.0,126.5,126.5
11034440,2024,27,110.37,130.37,103.7,120.74,105.19
11034998,2024,84,125.95,153.33,124.05,145.24,145.48
11035080,2024,12,113.33,126.67,103.33,120.0,81.67
11035951,2024,11,123.64,134.55,120.0,129.09,141.82
11035960,2024,48,117.08,138.33,112.08,127.5,108.75
11036397,2024,3,106.67,133.33,113.33,113.33,113.33
11036486,2024,23,114.78,136.52,108.7,123.48,109.57
11037016,2024,117,129.74,160.51,128.89,142.91,138.97
11037474,2024,38,124.74,155.26,123.68,139.47,135.79
11037601,2024,11,107.27,130.91,105.45,105.45,74.55
11037660,2024,23,144.35,186.96,151.3,164.35,149.57
11038063,2024,50,109.6,135.2,101.6,118.0,84.4
11038578,2024,14,135.71,165.71,142.86,157.14,137.14
11039582,2024,20,136.0,156.0,134.0,161.0,158.0
11040076,2024,16,130.0,161.25,126.25,130.0,108.75
11040629,2024,27,117.04,144.44,117.04,130.37,102.96
11040793,2024,494,129.07,159.43,130.4,146.28,133.72
11041951,2024,29,148.28,184.14,151.72,172.41,177.24
11042028,2024,40,114.5,143.0,117.0,129.0,125.5
11043857,2024,35,148.0,183.43,157.14,170.86,173.71
11045639,2024,10,142.0,170.0,152.0,154.0,156.0
11045914,2024,34,113.53,137.06,102.35,122.35,107.06
11046740,2024,49,123.27,145.71,120.82,135.1,127.35
11046953,2024,11,112.73,154.55,118.18,116.36,92.73
11047208,2024,38,120.0,150.0,122.11,139.47,134.74
11047216,2024,25,107.2,130.4,99.2,113.6,94.4
11048018,2024,83,115.18,140.48,111.33,127.23,108.67
11048247,2024,38,108.95,123.16,101.58,114.74,84.21
11048441,2024,6,120.0,150.0,133.33,146.67,160.0
11048450,2024,73,128.22,158.63,126.85,141.64,126.3
11048557,2024,10,146.0,186.0,154.0,174.0,174.0
11048956,2024,53,124.15,156.23,122.26,143.77,144.53
11049014,2024,13,109.23,136.92,115.38,121.54,100.0
11049073,2024,27,146.67,182.22,154.81,167.41,177.78
11049430,2024,47,123.83,145.53,113.19,135.74,108.09
11049634,2024,102,129.22,159.22,129.41,146.67,141.76
11049723,2024,23,148.7,181.74,165.22,181.74,187.83
11049812,2024,18,111.11,133.33,111.11,124.44,96.67
11049855,2024,18,105.56,130.0,98.89,106.67,100.0
11049936,2024,64,127.19,152.19,126.56,145.31,140.31
11049960,2024,83,131.57,162.17,134.94,148.43,138.31
11050233,2024,14,108.57,132.86,114.29,128.57,117.14
11050322,2024,78,135.38,163.59,137.44,154.62,149.49
11050349,2024,18,117.78,150.0,108.89,131.11,116.67
11050373,2024,14,131.43,174.29,138.57,161.43,160.0
11050578,2024,5,108.0,132.0,108.0,116.0,88.0
11050870,2024,14,121.43,151.43,121.43,147.14,142.86
11089806,2024,2,100.0,100.0,90.0,90.0,60.0
11104805,2024,19,111.58,133.68,105.26,121.05,106.32
11106808,2024,131,138.78,173.13,142.75,158.47,149.92
11106859,2024,21,111.43,133.33,110.48,114.29,79.05
11106867,2024,64,115.94,144.69,115.0,125.94,120.94
11107804,2024,114,129.12,164.56,128.6,138.25,142.81
11108800,2024,84,128.57,158.33,127.38,140.48,145.48
11109807,2024,207,143.0,172.75,145.02,160.0,150.43
11109815,2024,151,133.64,167.68,134.7,149.14,148.34
11113804,2024,24,106.67,142.5,100.83,107.5,90.83
12000418,2024,158,117.59,140.63,113.54,127.72,104.05
12000450,2024,86,116.28,139.53,112.09,127.44,103.26
12000531,2024,14,102.86,117.14,88.57,101.43,75.71
12000736,2024,4,85.0,110.0,75.0,95.0,35.0
12000906,2024,34,111.76,145.88,113.53,134.12,95.88
12000914,2024,79,120.76,146.84,119.24,136.96,99.24
12000930,2024,22,124.55,138.18,116.36,133.64,105.45
12000973,2024,16,111.25,136.25,107.5,125.0,96.25
12001015,2024,12,116.67,153.33,116.67,121.67,111.67
12001104,2024,5,104.0,92.0,76.0,104.0,52.0
12001686,2024,19,148.42,167.37,145.26,163.16,140.0
12001805,2024,14,101.43,137.14,95.71,128.57,105.71
12001945,2024,37,107.03,134.05,102.16,118.92,123.78
12002046,2024,57,114.04,140.0,114.04,129.47,117.54
12003050,2024,46,112.61,131.3,104.78,119.57,84.78
12003638,2024,4,95.0,110.0,90.0,105.0,70.0
12003760,2024,5,108.0,136.0,112.0,108.0,96.0
12003867,2024,4,85.0,90.0,70.0,95.0,40.0
12004170,2024,6,100.0,113.33,100.0,120.0,100.0
12004197,2024,153,117.39,144.05,111.11,124.97,105.62
12004847,2024,12,91.67,106.67,76.67,93.33,48.33
12005398,2024,6,110.0,93.33,80.0,93.33,30.0
12005711,2024,107,109.72,133.83,103.55,115.33,76.64
12005894,2024,89,100.0,116.18,91.69,106.97,63.82
12005967,2024,3,100.0,140.0,86.67,120.0,86.67
12006920,2024,48,106.67,137.08,104.17,115.0,94.17
12007412,2024,21,106.67,139.05,108.57,122.86,98.1
12007617,2024,109,118.17,139.08,113.03,126.97,102.57
12009369,2024,42,109.05,140.48,108.57,119.52,99.05
12009555,2024,3,106.67,140.0,120.0,100.0,73.33
12009725,2024,30,118.0,152.0,117.33,133.33,118.0
12010731,2024,18,110.0,134.44,108.89,121.11,91.11
12010928,2024,35,128.0,160.0,127.43,142.29,134.86
12010936,2024,96,152.92,186.04,162.29,182.29,186.25
12011320,2024,4,115.0,145.0,115.0,140.0,115.0
12011410,2024,24,129.17,170.0,142.5,148.33,141.67
12011428,2024,98,126.73,155.92,127.76,143.27,121.02
12011444,2024,161,114.66,144.84,113.66,122.73,105.47
12011517,2024,92,108.26,133.91,105.22,113.7,88.48
12011584,2024,46,110.87,138.26,110.0,118.26,99.13
12012017,2024,100,133.4,162.0,138.0,151.0,138.4
12012106,2024,98,114.29,136.73,108.16,120.61,97.55
12012181,2024,158,119.24,152.78,122.15,136.2,120.51
12012360,2024,23,114.78,130.43,112.17,129.57,94.78
12012556,2024,159,121.26,150.57,122.89,135.6,128.05
12012564,2024,75,109.07,133.33,100.0,118.13,92.8
12012580,2024,69,119.71,155.65,125.22,145.8,133.62
12012750,2024,55,116.36,141.82,118.18,133.09,113.09
12012823,2024,2,100.0,140.0,120.0,100.0,50.0
12012904,2024,36,120.56,152.22,121.67,137.78,119.44
12013242,2024,59,110.17,141.69,104.75,117.97,105.08
12013340,2024,238,128.32,162.77,130.76,144.96,132.69
12013374,2024,4,105.0,125.0,95.0,110.0,55.0
12013471,2024,4,100.0,110.0,95.0,105.0,90.0
12013510,2024,8,120.0,122.5,110.0,125.0,80.0
12013595,2024,17,100.0,125.88,98.82,109.41,76.47
12013889,2024,8,85.0,102.5,77.5,77.5,40.0
12014001,2024,9,111.11,128.89,88.89,97.78,80.0
12014036,2024,3,113.33,146.67,126.67,126.67,80.0
12014052,2024,44,105.0,134.55,102.73,114.09,100.45
12014060,2024,5,88.0,100.0,76.0,80.0,36.0
12014125,2024,10,110.0,132.0,98.0,120.0,92.0
12014370,2024,21,136.19,169.52,140.95,154.29,160.0
12014877,2024,6,116.67,120.0,93.33,110.0,70.0
12014915,2024,3,113.33,133.33,113.33,106.67,86.67
12015172,2024,6,106.67,120.0,100.0,103.33,106.67
12015326,2024,25,108.0,134.4,103.2,114.4,81.6
12015334,2024,54,124.81,150.0,120.74,136.3,131.85
12015342,2024,25,108.0,125.6,101.6,112.8,96.8
12015946,2024,31,109.03,126.45,99.35,112.9,85.81
12016284,2024,40,107.5,126.5,97.5,109.5,66.0
12017060,2024,24,97.5,132.5,99.17,116.67,85.83
12017540,2024,29,113.79,134.48,111.72,124.14,97.24
12018422,2024,15,120.0,138.67,102.67,124.0,80.0
12020249,2024,126,113.81,140.63,109.84,119.68,93.65
12020680,2024,9,100.0,140.0,104.44,100.0,68.89
12021768,2024,64,110.94,129.06,104.38,115.0,103.44
12022004,2024,36,117.22,141.67,111.67,127.78,105.56
12022438,2024,5,108.0,116.0,104.0,128.0,56.0
12022969,2024,33,150.3,178.18,155.15,166.67,171.52
12023710,2024,8,92.5,105.0,80.0,102.5,57.5
12023779,2024,87,118.85,145.29,114.25,124.14,105.52
12026328,2024,72,106.67,130.56,99.17,117.78,91.67
12026409,2024,21,142.86,175.24,149.52,173.33,167.62
12026530,2024,58,135.52,170.34,135.86,154.48,141.03
12026697,2024,22,96.36,118.18,89.09,96.36,70.91
12026948,2024,23,105.22,133.91,105.22,113.91,74.78
12027340,2024,133,112.93,139.1,109.32,120.3,100.3
12027359,2024,23,108.7,129.57,105.22,118.26,97.39
12027758,2024,115,106.26,130.96,99.83,113.04,83.3
12028037,2024,68,122.06,153.82,123.24,130.88,126.76
12028835,2024,38,150.53,181.05,160.0,181.05,173.68
12028851,2024,15,108.0,117.33,101.33,113.33,73.33
12028860,2024,120,131.67,168.33,134.17,156.83,150.0
12029718,2024,13,115.38,123.08,101.54,116.92,73.85
12030058,2024,58,151.38,184.83,163.79,180.34,181.38
12030155,2024,16,105.0,127.5,107.5,120.0,103.75
12030899,2024,4,105.0,140.0,110.0,130.0,110.0
12030937,2024,111,126.49,153.51,125.41,140.72,120.18
12030945,2024,63,130.79,156.51,128.57,142.22,135.87
12030953,2024,54,121.11,145.19,115.93,131.85,113.7
12030961,2024,124,132.9,169.19,137.9,154.35,152.74
12031674,2024,78,114.36,141.79,106.92,121.28,88.72
12031682,2024,24,155.83,187.5,172.5,190.83,196.67
12031755,2024,12,115.0,140.0,110.0,126.67,91.67
12032115,2024,3,93.33,120.0,80.0,86.67,46.67
12032166,2024,42,108.57,137.62,103.33,120.0,99.05
12032271,2024,27,121.48,151.11,121.48,138.52,110.37
12032441,2024,79,124.81,154.18,124.56,136.96,123.54
12032611,2024,18,86.67,111.11,90.0,103.33,54.44
12032859,2024,10,136.0,166.0,144.0,144.0,150.0
12033162,2024,14,110.0,134.29,100.0,111.43,78.57
12033189,2024,4,95.0,140.0,100.0,120.0,65.0
12033359,2024,121,135.87,171.57,140.33,158.18,161.49
12033367,2024,102,138.82,165.88,138.04,155.1,161.18
12033421,2024,7,111.43,120.0,108.57,108.57,80.0
12033537,2024,84,138.33,170.24,136.9,156.9,153.1
12033545,2024,37,129.19,159.46,125.95,144.86,134.59
12033650,2024,3,120.0,106.67,93.33,140.0,93.33
12033790,2024,105,121.71,148.95,119.43,136.38,120.57
12033898,2024,8,107.5,125.0,107.5,110.0,65.0
12034568,2024,72,114.17,134.72,109.72,122.5,94.72
12034649,2024,4,105.0,160.0,120.0,140.0,150.0
12044636,2024,66,112.12,139.7,104.85,123.94,101.82
12044822,2024,77,115.06,135.58,111.17,127.53,108.31
12052221,2024,84,110.48,136.9,105.71,121.19,95.24
12091260,2024,58,113.1,127.59,104.14,116.21,68.28
12128236,2024,10,102.0,136.0,106.0,122.0,132.0
13000136,2024,21,109.52,124.76,105.71,109.52,75.24
13000403,2024,13,93.85,110.77,84.62,101.54,64.62
13000411,2024,33,124.24,130.3,115.15,124.85,91.52
13000837,2024,47,102.55,121.28,92.77,106.81,48.94
13001396,2024,49,120.41,144.49,112.65,124.49,94.29
13004255,2024,45,110.67,120.89,100.44,112.0,63.56
13004263,2024,3,100.0,93.33,86.67,100.0,13.33
13004964,2024,62,117.74,130.32,111.61,121.29,72.9
13005081,2024,71,100.85,116.34,93.8,104.51,65.92
13006614,2024,35,102.86,122.86,94.86,102.86,58.86
13007203,2024,98,111.02,119.18,98.16,111.02,63.47
13007327,2024,2,80.0,100.0,60.0,80.0,10.0
13007351,2024,98,116.73,130.41,109.39,123.27,84.08
13007734,2024,83,114.46,125.78,106.51,118.8,77.83
13008196,2024,13,89.23,104.62,80.0,90.77,15.38
13008200,2024,8,107.5,112.5,87.5,100.0,60.0
13008218,2024,1,120.0,160.0,120.0,120.0,20.0
13008455,2024,24,115.0,116.67,94.17,110.0,67.5
13008552,2024,48,107.08,118.75,101.25,118.75,70.0
13009010,2024,7,108.57,140.0,114.29,108.57,77.14
13010042,2024,1,60.0,140.0,60.0,60.0,0.0
13011413,2024,43,102.33,127.44,94.88,107.91,63.72
13012096,2024,39,115.9,138.46,107.69,120.0,82.56
13012533,2024,84,112.38,128.33,100.95,118.81,79.52
13012568,2024,6,86.67,110.0,80.0,100.0,30.0
13013076,2024,121,121.82,141.82,118.84,128.43,89.92
13013246,2024,80,109.0,123.5,100.5,114.75,73.5
13013742,2024,2,110.0,110.0,90.0,100.0,20.0
13013769,2024,3,106.67,113.33,86.67,120.0,86.67
13013785,2024,1,100.0,100.0,60.0,100.0,20.0
13013793,2024,24,110.0,127.5,105.0,107.5,58.33
13013815,2024,9,100.0,115.56,95.56,108.89,33.33
13014242,2024,27,105.93,131.11,93.33,109.63,55.56
13014781,2024,7,105.71,108.57,94.29,102.86,68.57
13014803,2024,61,112.13,130.82,101.64,117.7,78.69
13014846,2024,102,111.76,126.08,103.14,117.25,87.45
13015370,2024,21,99.05,116.19,87.62,97.14,61.9
13015397,2024,46,114.35,136.96,106.09,123.48,88.26
13016318,2024,55,119.27,144.73,110.91,123.27,103.64
13016776,2024,71,105.07,126.2,101.97,113.24,64.79
13016792,2024,7,102.86,120.0,102.86,102.86,77.14
13018175,2024,4,100.0,100.0,80.0,95.0,60.0
13018221,2024,47,108.09,129.36,99.57,116.6,57.02
13018302,2024,57,105.61,118.25,92.63,111.93,47.72
13019007,2024,58,114.14,140.34,106.9,118.97,95.86
13020269,2024,20,100.0,129.0,101.0,112.0,82.0
13020803,2024,31,118.06,140.0,112.9,121.29,85.16
13020811,2024,29,109.66,135.17,94.48,112.41,77.93
13021010,2024,6,113.33,140.0,113.33,120.0,96.67
13021028,2024,33,112.73,138.18,101.82,119.39,83.03
13021036,2024,7,120.0,140.0,117.14,140.0,128.57
13021052,2024,18,126.67,173.33,135.56,151.11,153.33
13021354,2024,19,114.74,128.42,105.26,124.21,73.68
13021362,2024,18,128.89,162.22,140.0,146.67,146.67
13021630,2024,146,110.41,129.04,101.37,114.52,80.68
13021648,2024,78,107.69,124.1,100.0,115.38,65.9
13022644,2024,35,97.14,117.71,94.86,107.43,69.71
13022652,2024,27,110.37,130.37,99.26,114.07,72.59
13022695,2024,77,109.87,122.08,100.26,110.39,65.97
13022725,2024,216,115.93,135.65,107.13,119.63,88.06
13024205,2024,4,90.0,125.0,95.0,100.0,45.0
13024213,2024,4,90.0,110.0,80.0,95.0,40.0
13024230,2024,89,114.38,139.55,110.11,120.0,91.24
13024264,2024,18,101.11,105.56,81.11,88.89,34.44
13024990,2024,67,112.54,129.85,108.06,121.49,99.7
13025082,2024,16,131.25,163.75,127.5,142.5,133.75
13025104,2024,10,110.0,130.0,118.0,112.0,96.0
13025139,2024,8,112.5,125.0,100.0,110.0,80.0
13025228,2024,108,130.74,154.07,128.33,141.11,111.3
13025295,2024,61,128.85,151.48,123.93,137.05,125.25
13025333,2024,43,129.77,153.95,122.33,134.42,104.19
13025376,2024,54,135.19,157.41,127.41,133.7,130.37
13025694,2024,14,140.0,170.0,137.14,154.29,138.57
13025767,2024,51,112.94,122.35,103.92,113.33,84.31
13025872,2024,105,156.19,183.62,161.9,175.62,169.52
13026020,2024,17,136.47,170.59,140.0,157.65,132.94
13026194,2024,129,147.29,178.76,160.0,170.54,161.86
13026321,2024,9,126.67,153.33,122.22,133.33,128.89
13026356,2024,20,131.0,139.0,130.0,133.0,113.0
13026402,2024,110,140.55,167.27,145.64,156.73,127.45
13026470,2024,328,124.76,150.85,120.12,130.06,102.62
13026488,2024,130,144.62,174.31,147.69,165.38,163.08
13026496,2024,17,131.76,154.12,122.35,140.0,134.12
13026500,2024,36,138.33,171.67,141.67,152.22,136.11
13026550,2024,110,116.91,141.45,110.73,122.73,88.0
13026577,2024,163,136.69,157.91,133.99,148.83,129.57
13026585,2024,21,147.62,178.1,154.29,166.67,155.24
13026631,2024,9,155.56,184.44,168.89,177.78,162.22
13026844,2024,125,127.04,148.0,123.84,131.84,111.68
13026950,2024,52,137.69,157.31,138.08,151.15,133.46
13027123,2024,170,116.82,135.41,108.35,117.18,84.0
13027131,2024,149,122.15,141.48,113.29,124.83,94.9
13027158,2024,85,119.76,138.35,113.65,122.35,84.71
13027255,2024,118,115.76,134.75,109.32,116.78,81.86
13027280,2024,133,113.38,134.29,108.87,114.44,76.99
13027310,2024,40,120.5,139.5,112.5,115.5,101.5
13027328,2024,31,115.48,141.29,116.77,125.16,110.32
13027344,2024,16,112.5,113.75,97.5,107.5,73.75
13027549,2024,25,108.8,134.4,98.4,112.0,73.6
13027573,2024,74,116.76,132.97,108.65,118.38,81.62
13027590,2024,31,109.03,127.74,103.23,116.13,82.58
13027620,2024,61,110.82,128.2,103.28,117.38,74.75
13027638,2024,36,117.78,137.78,112.78,115.56,81.67
13027727,2024,122,116.39,133.93,105.9,115.41,77.38
13027786,2024,122,115.57,136.23,109.18,119.51,89.02
13027930,2024,75,121.6,136.27,110.4,126.67,87.73
13027956,2024,130,120.0,138.46,114.15,122.31,92.92
13027972,2024,190,121.58,146.21,115.79,127.79,104.84
13028006,2024,199,114.77,137.59,106.93,117.29,85.43
13028057,2024,78,117.69,139.23,110.0,114.87,83.59
13028073,2024,101,115.05,135.05,108.32,116.04,80.2
13029860,2024,15,124.0,146.67,121.33,138.67,136.0
13029916,2024,198,135.05,159.9,132.42,141.92,122.42
13029967,2024,50,120.4,136.4,118.0,124.0,86.0
13029991,2024,40,110.5,136.0,100.0,115.5,66.5
13030019,2024,71,113.52,135.49,109.86,118.03,86.2
13030027,2024,204,112.84,130.69,106.57,115.69,79.02
13030159,2024,19,117.89,123.16,118.95,120.0,70.53
13030221,2024,59,117.97,128.81,106.1,115.59,83.73
13030248,2024,7,100.0,125.71,91.43,91.43,71.43
13030272,2024,57,121.75,142.46,115.44,128.42,91.58
13030299,2024,35,120.0,134.86,110.29,119.43,89.71
13030310,2024,57,116.84,135.79,111.23,121.05,85.61
13030353,2024,54,106.67,129.26,99.63,110.0,71.48
13030400,2024,166,119.04,140.12,109.16,119.88,95.18
13030426,2024,136,112.65,128.82,103.68,110.74,77.06
13030450,2024,129,115.81,140.16,108.99,122.48,94.57
13030469,2024,157,113.38,132.23,102.55,114.39,80.64
13030485,2024,5,124.0,116.0,96.0,108.0,84.0
13030531,2024,1,120.0,80.0,60.0,100.0,20.0
13030566,2024,133,127.52,150.38,122.41,133.38,105.56
13030590,2024,45,115.11,134.22,107.56,117.33,96.0
13030604,2024,41,135.61,174.15,140.49,156.1,153.66
13030680,2024,51,114.51,131.76,109.8,121.96,93.33
13030736,2024,77,117.66,132.99,109.35,116.88,85.71
13030795,2024,2,100.0,120.0,100.0,90.0,90.0
