inep_nome,competencia_redacao_media,ano
22117806-CEEPRU CONEGO CARDOSO,1100,2024
22118179-CETI DOM JOAQUIM R DO REGO,1490.1960784313724,2024
22118330-CETI PROFESSORA ANGELINA MENDES BRAGA,1311.3333333333333,2024
22118900-CETI JOSE ATANASIO DE SANTANA,1106.6666666666665,2024
22118977-COLEGIO VISAO DE PARNAIBA,1641.0810810810813,2024
22120114-CETI DR DIONISIO RODRIGUES NOGUEIRA,1224.8739495798316,2024
22121935-CETI NOSSA SENHORA DA PAZ,1133.3333333333333,2024
22122044-CETI DR JERONIMO DOS SANTOS E SILVA,1162.5,2024
22122567-CETI CENTRO EDUCACIONAL GASPARINO FERREIRA,1278.787878787879,2024
22123458-ESCOLA FAMILIA AGRICOLA SANTA ANGELA,1232.1428571428573,2024
22124136-CETI HILTON LEITE DE CARVALHO,1152,2024
22124470-CETI PROFESSORA ISABEL RIBEIRO DE JESUS,1306.2068965517242,2024
22124802-U E SANTA TERESA,1036,2024
22124810-CETI ESCOLA FAMILIA AGRICOLA BAIXAO DO CARLOS,1059.6226415094338,2024
22124888-COLEGIO CASTRO ALVES,1591.4285714285716,2024
22124993-SOCIEDADE EDUCACIONAL POTENCIAL LTDA,1647.5,2024
22125787-CETI PROFESSOR FRANCISCO LUIS DE OLIVEIRA,1245.7142857142858,2024
22126880-CETI SANTA TERESINHA,1347.1428571428571,2024
22126945-CETI JOB DE MACEDO BRITO,1333.636363636364,2024
22126988-INSTITUTO DE ENSINO INTELLECTUS,1721.5384615384617,2024
22127020-CETI DR JOSE RIBAMAR LOPES,1133.9534883720933,2024
22127160-U E PROFESSORA AURISTELA SOARES,1222.3853211009173,2024
22127275-CETI LUIZ UBIRACI DE CARVALHO,1432.0000000000002,2024
22127526-CETI PROFESSOR ANTONIO DOS REIS E SILVA,1397.0731707317073,2024
22127933-INSTITUTO EDUCACIONAL MAHATMA GANDHI,1653.3333333333335,2024
22128468-UNIDADE ESCOLAR MARCOS RODRIGUES COELHO,1110.4,2024
22128760-CETI PROF CLEONICE DE CASTRO TELES,1403.846153846154,2024
22128778-INSTITUTO EDUCACIONAL SANTA RITA,1758,2024
22129243-IFPI - CAMPUS PICOS,1485.619834710744,2024
22129359-IFPI - CAMPUS FLORIANO,1629.3333333333333,2024
22129375-IFPI - CAMPUS PARNAIBA,1488.3516483516482,2024
22129391-IFPI - CAMPUS PIRIPIRI,1415.8048780487807,2024
22129405-IFPI - TERESINA ZONA SUL,1440.4705882352941,2024
22129421-IFPI - CAMPUS ANGICAL,1358.4905660377358,2024
22129430-IFPI - CAMPUS CORRENTE,1364.6101694915255,2024
22129529-CEV COLEGIO UNIDADE JOCKEY,1852.121212121212,2024
22129553-IFPI - CAMPUS TERESINA CENTRAL,1457.3283395755307,2024
22129570-IFPI - CAMPUS SAO RAIMUNDO NONATO,1528.5981308411215,2024
22129650-CETI PEDRO COELHO DE RESENDE,1488.2142857142858,2024
22129723-CETI DARCY RIBEIRO,1383.783783783784,2024
22130640-ECOESCOLA THOMAS A KEMPIS,1472.9411764705883,2024
22130748-IFPI - CAMPUS PAULISTANA,1534.3820224719102,2024
22130756-ESCOLA MARISTA CHAMPAGNAT DE TERESINA,1645.9504132231405,2024
22131027-COLEGIO PRO CAMPUS JUNIOR,1724.705882352941,2024
22131035-CETI SAO JOAO BATISTA,1332.9411764705885,2024
22131043-CETI SEVERO ROCHA,1536.5517241379312,2024
22131060-CETI HERMINIO BARREIRA,1160,2024
22131078-CETI ANTONIO MASCARENHAS,985.88235294117646,2024
22131159-CETI PEDRA MOLE,1120,2024
22131426-CETI LEDA NAPOLEAO,1325.2631578947369,2024
22131450-CETI PAULO FREIRE,1301.6216216216217,2024
22131574-CETI DEP ALBERTO DE MOURA MONTEIRO,1202.8571428571429,2024
22131590-CETI MOISANIEL ALVES DE SOUSA,1077.5,2024
22131825-CETI MARIA JUSCELINA DE ALBUQUERQE E SILVA,1069.2307692307691,2024
22132147-CETI MARIANO RABELO DE SEPULVIDA,1206.6666666666667,2024
22132589-CETI FIRMO RODRIGUES SOBREIRA,1470,2024
22132597-CETI ARTUR GONCALVES DE SOUSA,1492.7659574468084,2024
22132740-CETI MENINO JOAO PEDRO,1425.7142857142858,2024
22132902-CETI TOMAZ FRANCISCO DE SOUSA,1423.0303030303032,2024
22133046-COESP COOPERATIVA EDUC E SOCIAL DE PEDRO II,1566.3157894736842,2024
22133070-CETI SENADOR CHAGAS RODRIGUES,1251.1111111111111,2024
22133682-CETI LUIZ UBIRACI DE CARVALHO,1356.5714285714287,2024
22133968-CETI ROCHA NETO,1328.8888888888889,2024
22133976-CETI JOSE SOARES,1087.2727272727273,2024
22134018-ESCOLA FAMILIA AGRICOLA DOM EDILBERTO III,1120,2024
22134050-CETI SAO JOAO BATISTA,1357.5,2024
22134107-CETI LEDA NAPOLEAO,1277.3333333333333,2024
22134360-CETI VERONICA CELESTINA DIAS,1185.4545454545455,2024
22134484-CETI HELVIDIO NUNES,1229.6,2024
22134565-CETI ALFREDO CARLOS ALENCAR,1247.272727272727,2024
22134581-CETI MARIA DE SOUSA ANDRADE,1159.9999999999998,2024
22134611-CETI JOAQUIM MALAQUIAS,1237.1428571428571,2024
22134620-U E EXPEDITO CRONEMBERGER DOS REIS,1138.2857142857142,2024
22134646-CETI LUCINETE SANTANA DA SILVA,1419.1304347826085,2024
22134662-COOP EDUC DE BARRAS COLEGIO PRATICUS,1723.6363636363637,2024
22134727-CETI TERESINHA DE JESUS SOARES AMORIM,1068,2024
22134794-U E CELSA LEMOS,1192.9411764705885,2024
22134832-U E PROFA MARIA BERONISIA DE SOUSA,1376,2024
22134840-U E OLEGARIO AURELIANO DE SOUSA,1136.3636363636363,2024
22134867-CETI DEUSA ROCHA,1083.0769230769231,2024
22134913-U E OSCAR GIL CASTELO BRANCO,896.36363636363649,2024
22135065-CETI SEBASTIAO ALVES DOS REIS,1331.8518518518517,2024
22135243-CETI MARGARIDA DA SILVA COSTA,1128,2024
22135260-U E ENSINO MEDIO DE JUREMA,1145.8823529411766,2024
22135316-COOPERATIVA EDUCACIONAL LOGOS,1676.6666666666667,2024
22135324-CETI PROF UBIRACI CARVALHO,1388.75,2024
22135383-CETI PEDRO MENDES PESSOA,1141.8181818181818,2024
22135456-CETI LICEU PARNAIBANO,1391.9999999999998,2024
22135499-CETI PROF ANTONIO TARCISO PEREIRA E SILVA,1235.7894736842106,2024
22135685-U E PROFESSOR ABELARDO PEREIRA,1149.6296296296298,2024
22135731-U E AGENOR DA SILVA,1364,2024
22135782-CETI PROF MARIA DO SOCORRO SAMPAIO MARTINS,1264.4444444444443,2024
22135790-ORGANIZACAO EDUCACIONAL APOIO LTDA,1574.7368421052629,2024
22135863-CETI AMARO ALVES PORTELA,1092.4137931034481,2024
22135901-U E CEZAR LEAL,1244.4444444444446,2024
22135995-U E OTAVIO ESCORCIO GOMES,1270.1886792452831,2024
22136002-CETI AUGUSTINHO BRANDAO,1725.3846153846155,2024
22136037-CETI PINHEIRO MACHADO,1225.6310679611649,2024
22136045-ESCOLA FAMILIA AGRICOLA DOM EDILBERTO IV,1111.4285714285713,2024
22136410-CETI GERALDINO CLEVIS,1103.3333333333335,2024
22136452-CETI FRANCISCA MARLUCE NUNES QUEIROZ,1254.4680851063827,2024
22136509-U E JOAO ANTONIO DA VERA,1105.8823529411766,2024
22136525-CETI ANTONIO PEREIRA DE ARAUJO,1385.714285714286,2024
22136550-CETI SAO JOSE,1243.3333333333333,2024
22136703-CETI FRANCISCA TRINDADE,1377.0212765957447,2024
22136711-CEEPRU PROF M DE JESUS CARVALHO ROCHA,1123.7209302325582,2024
22136800-ESCOLA SAO JOSE DE RIBAMAR,1624.8648648648648,2024
22136886-CETI FRANCIVAL RODRIGUES DO NASCIMENTO,990,2024
22136983-CETI MARIA NEUSA DE SOUSA,1319.9999999999998,2024
22137947-CETI DEPUTADA FRANCISCA TRINDADE,1344.2253521126759,2024
22138021-U E HELIO FIGUEIREDO DA FONSECA,1137.1428571428571,2024
22138056-CETI JOAQUIM ANTONIO LUSTOSA,1039.1111111111109,2024
22138455-U E DE ENSINO MEDIO SANTA FE,1140,2024
22138544-INSTITUTO SANTO AGOSTINHO,1630,2024
22138560-COLEGIO CPI,1679.483870967742,2024
22138935-CETI MARIA DE OLIVEIRA RODRIGUES,1166.1538461538462,2024
22139893-INSTITUTO EDUCACIONAL SAO MATEUS,1476,2024
22140093-COLEGIO RM,1653.3333333333335,2024
22140123-U E PROF LUZIA SEIXAS DE OLIVEIRA AQUINO,1224.7619047619048,2024
22140352-U E ARTHUR MEDEIROS CARNEIRO,912,2024
22140662-CETI PROFESSOR RUY LEITE BERGER FILHO,1139.1304347826085,2024
22140700-CETI PROF MARIA DE LOURDES LEAL NUNES DE ANDRADE BRANDAO,1102.7027027027027,2024
22141006-COLEGIO INTEGRADO SANTO ANDRE,1404.6153846153845,2024
22141154-EINSTEIN SISTEMA DE ENSINO - UNIDADE I,1373.3333333333333,2024
22141162-CETI CORINA MACHADO VIEIRA,1212.3076923076922,2024
22141197-CPI SISTEMA DE ENSINO,1640.8163265306121,2024
22141200-COLEGIO IMPACTO,1640.0000000000002,2024
22141243-COLEGIO SINTESE,1713.6842105263161,2024
22141405-CETI ANTONIO RODRIGUES FILHO,1308.5714285714284,2024
22141472-ESCOLA CRESCER,1717.894736842105,2024
22141693-COLEGIO OBJETIVO DIF,1713.1707317073169,2024
22141812-IFPI - CAMPUS OEIRAS,1329.6296296296296,2024
22141901-COLEGIO SAO JUDAS TADEU - DIRCEU,1699.591836734694,2024
22142240-CEEPRU FREI JOSE APICELLA,1149.3333333333333,2024
22142258-IFPI - CAMPUS COCAL,1274.1621621621621,2024
22142266-IFPI - CAMPUS CAMPO MAIOR,1337.3809523809525,2024
22142274-IFPI - CAMPUS SAO JOAO DO PIAUI,1258.4771573604062,2024
22142282-IFPI - CAMPUS PEDRO II,1384.8148148148146,2024
22142290-IFPI - CAMPUS VALENCA DO PIAUI,1405.0632911392406,2024
22142363-COLEGIO OBJETIVO,1666.7924528301885,2024
22142517-COLEGIO MADRE SAVINA UNIDADE JOCKEY,1686.7796610169489,2024
22142622-GRUPO EDUCACIONAL CEV - UNIDADE KENNEDY,1707.4509803921569,2024
22143017-CEEP PROFESSOR JOSE PACIFICO DE MOURA NETO,1428.0555555555554,2024
22143033-INSTITUTO XAVIER,1526.9565217391303,2024
22143050-CETI ESCOLA FAMILIA DE TURISMO - EFTUR,1006.1538461538461,2024
22143165-IFPI - CAMPUS AVANCADO DIRCEU ARCOVERDE,1183.8095238095239,2024
22143173-IFPI - CAMPUS AVANCADO JOSE DE FREITAS,1240,2024
22143190-IFPI - CAMPUS AVANCADO PIO IX,1194.4444444444443,2024
22143300-CETI CIRILA MARIA DE JESUS,1299.9999999999998,2024
22143394-CETI PORTAL DA ESPERANCA,1070,2024
22143416-CETI PROFESSOR PAULO MACHADO DE RESENDE,1410,2024
22143432-CETI DOS CERRADOS,931.66666666666686,2024
22143459-CEV- COLEGIO UNIDADE 04,1772.5,2024
22143467-COLEGIO GILBERTO CAMPELO,1623.3333333333333,2024
22143599-COOPERATIVA EDUCACIONAL LOURDINHA GOMES,1552,2024
22143700-CPI AREA LEAO,1855.238095238095,2024
22143947-U E JOSE ALVES BEZERRA,1283.3333333333333,2024
22144030-COLEGIO MERITO D MARTONNE,1533.877551020408,2024
22144137-COLEGIO FRATER,1526.6666666666667,2024
22144153-COLEGIO SAO JUDAS TADEU,1616,2024
22144188-COLEGIO EQUACAO CERTA,1701.1764705882354,2024
22144196-COLEGIO EQUACAO CERTA LESTE,1736.818181818182,2024
22144200-COLEGIO SAO JUDAS TADEU,1698.909090909091,2024
22144412-CENTRO EDUCACIONAL CONTEXTO,1789.5238095238096,2024
22144668-COLEGIO INOVE,1573.3333333333333,2024
22144714-INSTITUTO EDUCACIONAL SAO JOSE,1827.6923076923078,2024
22144811-COLEGIO CIVICO MILITAR BATALHA DO RIACHUELO,1528,2024
22144978-COLEGIO META,1533.7931034482758,2024
22145443-COLEGIO APROVACAO,1612.8571428571429,2024
22146199-UNIDADE ESCOLAR SAO LUIZ GONZAGA DIOCESANO MEDIO,1766.0377358490564,2024
22147209-CEEPRU MANOEL OTAVIO,1101.4285714285713,2024
22147403-CEEPRU PROFESSOR ANTONIO DE BRITO FORTES,1047.2727272727273,2024
22149600-U E DR EZEQUIAS COSTA,1032.3076923076926,2024
22155406-ESCOLA FAMILIA AGRICOLA DOM EDILBERTO V,1200,2024
22159800-CETI PADRE PEDRO DA SILVA OLIVEIRA,1075.2941176470588,2024
22161805-CETI GOVERNADOR HUGO NAPOLEAO,1116,2024
22162011-CEEPRU PROF MARIA AMALIA,1222.3529411764707,2024
22162216-U E LUIZ FERNANDES BORGES NASCIMENTO,796,2024
22162607-CETI PEDRO MARIANO DE FREITAS,1212.1739130434783,2024
22163409-COLEGIO E CURSO SECULUS,1482.5,2024
22164219-ESCOLA POPULAR MADRE MARIA VILLAC,1845.7142857142856,2024
22209603-COLEGIO MACHADO DE ASSIS,1782.8571428571429,2024
22223606-CETI WILSON NUNES MARTINS FILHO,1500,2024
22240608-ESCOLA FAMILIA AGRICOLA DOS COCAIS,1138.4615384615386,2024
22249753-CEEPRU PADRE JOSE DE ANCHIETA CORTEZ,1487.7419354838714,2024
22254722-COLEGIO SAO JUDAS TADEU,1600,2024
22256725-CETI JOAO HENRIQUE DE ALMEIDA SOUZA,1780.344827586207,2024
22268715-COLISEU CENTRO EDUCACIONAL,1506.6666666666665,2024
22306714-CETI PEDRO MACHADO DE CERQUEIRA,1326.25,2024
22310754-CETI JOSE PEREIRA DA SILVA,1168.780487804878,2024
22310762-CEV COLEGIO,1658.5365853658536,2024
22310827-IFPI - CAMPUS URUCUI,1324.6315789473686,2024
22319727-ESCOLA FAMILIA AGRICOLA DE ELIZEU MARTINS,1019.3548387096773,2024
23000872-VIRGEM PODEROSA ESC,1633.846153846154,2024
23001011-EEMTI MARIA CONCEICAO DE ARAUJO,1250.9677419354839,2024
23002115-EEMTI PROFESSORA MARIETA SANTOS,1421.3333333333335,2024
23002468-EEMTI PROFESSOR IVAN PEREIRA DE CARVALHO,1136.9599999999998,2024
23002590-EEEP MONSENHOR EXPEDITO DA SILVEIRA DE SOUSA,1530.8609271523178,2024
23004088-EEMTI MONSENHOR JOSE CARNEIRO DA CUNHA,1334.0983606557372,2024
23004258-EEMTI SAO FRANCISCO DA CRUZ,1225.8407079646017,2024
23005033-EEMTI SAO JOSE,1065.4676258992804,2024
23005157-EEM CORONEL LUIZ FELIPE,1055.6521739130435,2024
23006137-COLEGIO JOSE MARIA MONTEIRO,1571.4285714285716,2024
23006307-EEM LUZIA ARAUJO BARROS,1183.2876712328766,2024
23007036-EEM JOSE TEIXEIRA DE ALBUQUERQUE,1199.1304347826085,2024
23007648-EEMTI RICARDO DE SOUSA NEVES,1395.0769230769231,2024
23008300-EEMTI CARMINHA VASCONCELOS,1280.7017543859649,2024
23008814-EEMTI ANTONIO RAIMUNDO DE MELO,1464.7619047619048,2024
23009578-EEMTI MONSENHOR ANTONINO,1104.5783132530119,2024
23009594-INSTITUTO BENJAMIN SOARES,1596.9230769230774,2024
23009748-EEM MARIA MARINA SOARES,1269.1891891891894,2024
23010665-EEM MONSENHOR MELO,1170.7142857142858,2024
23010851-EEMTI MINISTRO ANTONIO COELHO,1379.7044334975371,2024
23010886-EEMTI FARIAS BRITO,1008.5245901639342,2024
23011661-EEFM DEPUTADO TOMAZ BRANDAO,1074.4444444444443,2024
23011696-CENTRO EDUCACIONAL VIRGEM PODEROSA,1733.3333333333337,2024
23011769-EEMTI MONSENHOR AGUIAR,1207.1232876712327,2024
23012676-EEM TANCREDO NUNES DE MENEZES,1227.3394495412845,2024
23012714-INSTITUTO EDUCACIONAL DE TIANGUA IET,1680,2024
23013125-EEMTI FLAVIO RIBEIRO LIMA,1198.1395348837209,2024
23013176-EEM GRIJALVA COSTA,1137.7142857142856,2024
23013680-EEEP GOVERNADOR WALDEMAR ALCANTARA,1543.8532110091746,2024
23014202-EEM DOUTOR JULIO DE CARVALHO,1047.6923076923076,2024
23014385-EEM DEPUTADO MANOEL RODRIGUES,1099.6491228070176,2024
23015594-EEMTI VILEBALDO AGUIAR,1110.7692307692312,2024
23015705-EEMTI ANTONIO CUSTODIO,1242.9268292682925,2024
23016230-EEMTI HUET ARRUDA,1260,2024
23016604-EEM OLIMPIO SAMPAIO DA SILVA,1072.5925925925924,2024
23016876-EEMTI FRANCISCO DE ALMEIDA MONTE,1308.5185185185187,2024
23017368-EEMTI MONSENHOR FURTADO,1108.6567164179103,2024
23018178-EEMTI DONA MARIETA CALS,1174.8148148148148,2024
23018445-EEMTI ELZA GOERSCH,995.74468085106378,2024
23019344-EEMTI MONSENHOR LINHARES,1280.0000000000002,2024
23019565-EEMTI DIRETORA MARIA DILMA BASTOS FERREIRA,1264.2335766423359,2024
23020431-EEMTI GOVERNADOR ADAUTO BEZERRA,1093.939393939394,2024
23021322-EEMTI WILEBALDO AGUIAR,1121.5267175572519,2024
23021772-EEM JOSEFA BRAGA BARROSO,1145.9154929577462,2024
23022060-EEMTI VICENTE ANTENOR FERREIRA GOMES,1063.2258064516132,2024
23022248-EEMTI JOSE CLAUDIO DE ARAUJO,1116.6666666666667,2024
23022655-EEMTI PLACIDO ADERALDO CASTELO,1218,2024
23023953-EEMTI NAZARE SEVERIANO,1196.9523809523812,2024
23024291-EEMTI CORONEL APOLIANO,1121.5584415584417,2024
23024631-EEM PROFESSOR ARRUDA,1265.964912280702,2024
23024658-EEMTI PROFESSORA CARMOSINA FERREIRA GOMES,1227.3684210526314,2024
23024690-COLEGIO CORACAO DE JESUS,1457.6000000000001,2024
23025000-4 COLEGIO DA POLICIA MILITAR DO CEARA MINISTRO JARBAS PASSARINHO,1467.2268907563027,2024
23025034-EEM DOUTOR JOAO RIBEIRO RAMOS,1118.4415584415588,2024
23025140-EEMTI MONSENHOR JOSE GERARDO FERREIRA GOMES,1183.3333333333333,2024
23025190-EEMTI DOM JOSE TUPINAMBA DA FROTA,1153.1707317073171,2024
23025255-CENTRO DE EDUCACAO BASICA E PROFISSIONAL PROFESSOR LUCIANO FEIJAO,1690.6474820143885,2024
23025263-EEM PROFESSOR LUIS FELIPE,1218.3966244725739,2024
23025310-COLEGIO MARIA IMACULADA,1522,2024
23025530-SANTANA COLEGIO,1711.8840579710152,2024
23025603-UNIDADE DE NEGOCIOS SESI SOBRAL - ESCOLA SESI PROFESSORA SILVANA MACHADO DOS SANTOS,1486.5454545454545,2024
23025611-EEMTI SINHA SABOIA,1317.6470588235293,2024
23025646-COLEGIO FARIAS BRITO SOBRALENSE,1685.4901960784314,2024
23025832-EEMTI ISRAEL LEOCADIO DE VASCONCELOS,1208.2539682539682,2024
23025905-EEMTI AYRES DE SOUSA,1642.1052631578946,2024
23026359-EEMTI DEPUTADO CESARIO BARRETO LIMA,1289.7674418604652,2024
23026570-INSTITUTO KAIROS,1720,2024
23026596-EEMTI AUTON ARAGAO,1026.4406779661017,2024
23026693-EEMTI DELMIRO GOUVEIA,1185.2631578947369,2024
23027517-CENTRO EDUCACIONAL SAGRADO CORACAO DE JESUS,1696.3636363636365,2024
23027584-EEMTI DONA THEREZA ODETTE,1086.6666666666665,2024
23028068-EEMTI OTACILIO MOTA,1077.5257731958761,2024
23029153-EEMTI FRANCISCO SOARES DE OLIVEIRA,1279.2727272727275,2024
23029854-EEMTI PRUDENCIO DE PINHO,1346.4150943396226,2024
23029943-EEMTI CORONEL ALFREDO SILVANO,1119.0697674418602,2024
23030046-EEEP FRANCISCA CASTRO DE MESQUITA,1569.6644295302012,2024
23030631-EEMTI WALDIR LEOPERCIO,1182.5,2024
23031530-EEMTI PRISCILA MACIEL DE FRANCA,1146.6666666666665,2024
23032103-EEMTI ARACY MAGALHAES MARTINS,1124.8484848484848,2024
23032731-EEM JULIA CATUNDA,914.78260869565224,2024
23032863-EEEP MONSENHOR LUIS XIMENES FREIRE,1539.3939393939397,2024
23033045-PAULO FREIRE COLEGIO,1384.6153846153845,2024
23034009-EEM RITA ESTELITA DOS SANTOS RODRIGUES,1127.6868327402133,2024
23034190-EEEP LUIZ GONZAGA FONSECA MOTA,1587.0707070707069,2024
23035684-EEM ANASTACIO ALVES BRAGA,973.71428571428567,2024
23036010-EEM JOAQUIM MAGALHAES,1418.1990521327014,2024
23036273-EEMTI CORONEL MURILO SERPA,1157.383177570093,2024
23036710-EEM NOSSA SENHORA DA ASSUNCAO,1126.7226890756303,2024
23038004-EEMTI HILDEBERTO BARROSO,1102.7777777777778,2024
23038861-EEM RAIMUNDO NONATO RIBEIRO,1014.9999999999999,2024
23039027-EEM FURTUNATO SEVERIANO DA COSTA,1085,2024
23040017-EEM PADRE RODOLFO FERREIRA DA CUNHA,1015.1351351351353,2024
23040181-EEM HERMINIO BARROSO,1113.623188405797,2024
23040297-EEMTI PROFESSORA MARIA LUIZA SABOIA RIBEIRO,1205.6296296296296,2024
23040491-EEM ENGENHEIRO AGEU ROMERO,1097.1428571428571,2024
23040629-EEEP FLAVIO GOMES GRANJEIRO,1560.7272727272723,2024
23040769-CENTRO INTEGRADO DE ENSINO DE PARAIPABA LTDA,1621.0526315789475,2024
23041030-EEEP WALTER RAMOS DE ARAUJO,1420,2024
23041404-EEM WALDEMAR ALCANTARA,1065.3465346534654,2024
23041412-EEMTI ADELINO ALCANTARA FILHO,1193.9393939393942,2024
23041510-EEMTI EDITE ALCANTARA MOTA,1044.0336134453783,2024
23041536-EDUCANDARIO FRANCISCA FERREIRA MARTINS,1368,2024
23041790-EEEP ADRIANO NOBRE,1656.7272727272725,2024
23041811-EEMTI ANTONIO CUSTODIO DE MESQUITA,1256.1344537815128,2024
23041854-EEM MONSENHOR CATAO PORFIRIO SAMPAIO,1135.9574468085107,2024
23041889-EEMTI PROFESSORA ESTEFANIA MATOS,1453.44,2024
23042877-EEM LUIZA BEZERRA DE FARIAS,1136.4383561643835,2024
23043130-EEMTI MARIA IRACEMA UCHOA SALES,1097.3333333333333,2024
23043660-EEM MONSENHOR ANTERO JOSE DE LIMA,887.99999999999989,2024
23044039-EEMTI MATILDE RODRIGUES VASCONCELOS,1264.4705882352939,2024
23044560-EEMTI SAO SEBASTIAO,1191.9379844961236,2024
23044756-EEMTI EDITE ALCANTARA MOTA,984.76190476190482,2024
23045230-EEM ETELVINA GOMES BEZERRA,1029.3069306930695,2024
23045493-EEMTI TABELIAO JOSE RIBEIRO GUIMARAES,1229.3333333333333,2024
23046449-EEMTI SABINO NUNES DA SILVA,1148.148148148148,2024
23046490-EEM DEPUTADO FERNANDO MOTA,1114.4370860927152,2024
23047860-EEEP JOSE VIDAL ALVES,1632.5827814569534,2024
23047895-COLEGIO ESTADUAL PAULO SARASATE,1243.5398230088495,2024
23047976-EEM FREI POLICARPO,1152.2147651006712,2024
23049375-EEMTI CASEMIRO BEZERRA DE ARAUJO,1367.5000000000002,2024
23050055-EEMTI ANTONIO SABINO GUERRA,1143.7037037037037,2024
23050764-EEMTI NAZARE GUERRA,1257.1428571428573,2024
23051671-EEMTI TOME GOMES DOS SANTOS,1372.8813559322034,2024
23051850-EEMTI MARIA DO CARMO BEZERRA,1296.086956521739,2024
23051930-ALMIR PINTO EEM,1059.3103448275865,2024
23052643-EEMTI JOAO ALVES MOREIRA,1197.7142857142858,2024
23052929-JOSE JOACY PEREIRA EEM,1238.2608695652173,2024
23053356-LICEU DE BATURITE DOMINGOS SAVIO,1096.5333333333333,2024
23054409-EEMTI DEPUTADO UBIRATAN DINIZ DE AGUIAR,1090.8411214953273,2024
23054530-EEMTI ZELIA DE MATOS BRITO,1095.4545454545453,2024
23054808-EEMTI FRANKLIN TAVORA,1065.8823529411761,2024
23055693-EEMTI PROFESSOR MILTON FACANHA ABREU,1256.7901234567898,2024
23055995-EEMTI MENEZES PIMENTEL,1266.4150943396228,2024
23056177-EEMTI MARIA AMELIA PERDIGAO SAMPAIO,1073.0434782608695,2024
23056592-ADOLFO FERREIRA DE SOUSA EEEP,1557.2839506172841,2024
23056606-EEMTI DR BRUNILO JACO,1210.625,2024
23056746-CENTRO EDUCACIONAL CENECISTA PERBOYRE E SILVA,1581.818181818182,2024
23056860-CAMILO BRASILIENSE EEM,896,2024
23057190-DANISIO DALTON DA ROCHA CORREIA EEM,1074.2028985507247,2024
23057793-EEMTI ALMIR PINTO,1219.3939393939395,2024
23058463-EEM ANA FACO,1173.0232558139535,2024
23059699-EEM PADRE ARIMATEIA DINIZ,982.05405405405406,2024
23059753-COLEGIO CASCAVELENSE,1528.5714285714284,2024
23060174-EEMTI RONALDO CAMINHA BARBOSA,1184.1509433962265,2024
23060298-EEMTI CUSTODIO DA SILVA LEMOS,1441.6901408450706,2024
23060824-EEM JULIA ALENQUER FONTENELE,1195.5080213903746,2024
23060948-EEMTI LIA SIDOU,1247.037037037037,2024
23060980-CASTRO INSTITUTO DE EDUCACAO,1664,2024
23061499-EEMTI RAIMUNDO TOMAZ,1222.7692307692307,2024
23061545-EEM TELINA MATOS PIRES,1085.6716417910445,2024
23061553-COLEGIO MOREIRA XAVIER,1624,2024
23061693-EEMTI CORONEL OSVALDO STUDART,1258.4615384615383,2024
23062126-EEM BRANCA CARNEIRO DE MENDONCA,1160.1333333333332,2024
23062312-EEM EDSON CORREA,1108.744588744589,2024
23062347-EEM ELIEZER DE FREITAS GUIMARAES,1257.3821989528797,2024
23062495-ESCOLA DE EDUCACAO BASICA E PROFISSIONAL FUNDACAO BRADESCO,1465.8333333333335,2024
23062541-COLEGIO PARQUE ESTUDANTIL GUADALAJARA,1367.9999999999998,2024
23062622-COLEGIO JANUSA CORREA,1592.9411764705883,2024
23062703-EEMTI JOSE ALEXANDRE,1173.9130434782608,2024
23062720-EEMTI JOSE MARIA PONTES DA ROCHA,1224.8888888888889,2024
23062738-EEMTI PRESIDENTE JOSE SARNEY,1165.7534246575344,2024
23063041-EEEP PROFESSORA MARLY FERREIRA MARTINS,1398.846153846154,2024
23063076-EEMTI ROTARY CLUB SAO MIGUEL,1142.5,2024
23063440-SAO RAIMUNDO COLEGIO,1391.9999999999998,2024
23063505-EEMTI ROMEU DE CASTRO MENEZES,1384.242424242424,2024
23063599-EEMTI VICENTE ARRUDA,1238.5365853658539,2024
23064323-EEM ANA BEZERRA DE SA,1162.2966507177034,2024
23064510-EEMTI MANUEL FERREIRA DA SILVA,1176.4102564102564,2024
23064552-MONTEIRO LOBATO EDUCANDARIO,1682.1621621621621,2024
23064676-EEMTI PROFESSORA ADALGISA BONFIM SOARES,1187.6156583629895,2024
23064684-EEM GOVERNADOR ADAUTO BEZERRA,1432.5678496868475,2024
23064722-COLEGIO ADM,1305.4545454545455,2024
23065214-EEFM ANISIO TEIXEIRA,1098.8888888888889,2024
23065249-EEMTI ANTONIO BEZERRA,1290.3896103896104,2024
23065273-EEMTI DOM ANTONIO DE ALMEIDA LUSTOSA,1088.3116883116884,2024
23065389-EEMTI ANTONIO SALES,1196.9230769230769,2024
23065486-EEMTI PROFESSORA MARIA ANTONIETA NUNES,1197.1014492753625,2024
23065494-EEMTI ANTONIETA SIQUEIRA,1281.7391304347827,2024
23065591-FARIAS BRITO COLEGIO CENTRAL,1710.8108108108108,2024
23065672-ATENEU DO CEARA COLEGIO,1531.5789473684208,2024
23065842-EEFM BARBARA DE ALENCAR,931.764705882353,2024
23065893-BATISTA SANTOS DUMONT COL,1491.0526315789473,2024
23066148-SALESIANO DOM BOSCO COLEGIO,1530.6666666666663,2024
23066199-SERAFICO NOSSA SENHORA DO BRASIL COLEGIO,1501.8181818181815,2024
23066431-NOSSA SENHORA DO CARMO COLEGIO,1506.6666666666667,2024
