codigo_inep,nome_escola,tipo_escola
31141844,EE PROFESSOR CANDIDO AZEREDO,Pública
31141852,EE PROFESSOR JOAO FERNANDINO JUNIOR,Pública
31141861,EE PROFESSOR ROUSSET,Pública
31141887,EE DOUTOR ALONSO MARQUES FERREIRA,Pública
31141933,EE PROFESSORA ELZA MOREIRA LOPES,Pública
31141976,EE JOSE ERMIRIO DE MORAIS,Pública
31145602,COLEGIO FRANCISCANO SANTO ANTONIO,Privada
31145700,INSTITUTO ALICE MACIEL,Privada
31145734,COLEGIO FRANCISCANO REGINA PACIS,Privada
31145891,INSTITUTO EDUCACIONAL BARREIRO GRANDE,Privada
31145947,EE DE AGUA QUENTE,Pública
31145955,EE JOSE QUARESMA DA COSTA,Pública
31145980,EE RAUL FERREIRA SOUTO,Pública
31146081,EE DOM JOSE DE HAAS,Pública
31146099,EE INDUSTRIAL SAO JOSE,Pública
31146170,EE JOSE DOS SANTOS NEIVA,Pública
31146331,EE PROFESSORA ALNEDA DE MATOS MACHADO,Pública
31146421,ESCOLA ESTADUAL DE BERTOPOLIS,Pública
31146447,EE RAUL RODRIGUES SALOMAO,Pública
31146471,EE ANTONIO DUARTE SOBRINHO,Pública
31146480,EE CORONEL ANTONIO LOPES,Pública
31146510,EE DE CARAI,Pública
31146536,EE DOM JOSE DE HAAS,Pública
31146561,EE GERALDO DE SOUZA NORTE,Pública
31146650,EE CORONEL MARIANO MURTA,Pública
31146706,EE SALMEN BUKZEM,Pública
31146714,EE DE PAMPA,Pública
31146731,EE CORONEL CLEMENTE LUIZ,Pública
31146749,EE DOUTOR CIRO MACIEL,Pública
31146820,EE MADRE SERAFINA DE JESUS,Pública
31146889,EE CHAVES RIBEIRO,Pública
31146901,EE IRMAOS FERNANDES,Pública
31146951,EE COMENDADOR MURTA,Pública
31147010,EE ALONZO BARBUDA,Pública
31147028,EE SANTANA DO ARACUAI,Pública
31147052,EE DE LADAINHA,Pública
31147133,EE JOSE DE ALENCAR,Pública
31147192,EE STELLA ABRANTES,Pública
31147206,EE MESTRA ZULMIRA,Pública
31147249,EE MARIA DA SILVA ROCHA,Pública
31147311,EE DE SANTO ANTONIO DO MUCURI,Pública
31147338,EE PROFESSORA LEONOR ESTEVES LIMA,Pública
31147362,EE NAGIB MAHMUD NEDIR,Pública
31147451,EE ANTONIO BATISTA DA MOTA,Pública
31147460,EE STELLA MATUTINA,Pública
31147486,EE JOSEPH STALIM ROMANO,Pública
31147508,EE PERICLES COELHO,Pública
31147532,EE DOUTOR ALAIR ALVES COSTA,Pública
31147541,EE EDUARDO MILTON DA SILVA,Pública
31147583,EE DE LAMBARI,Pública
31147613,EE SUL AMERICA,Pública
31147621,EE DO LUFA,Pública
31147648,EE DE SANTA BARBARA,Pública
31147664,EE MARIA CANDIDA REIS,Pública
31147672,EE VEREADOR LUZO FREITAS DE ARAUJO,Pública
31147702,EE PRESIDENTE JOAO PINHEIRO,Pública
31147711,EE PROFESSOR JOSE MONTEIRO FONSECA,Pública
31147737,EE CAIO NELSON DE SENA,Pública
31147753,EE DO POVOADO DE LIMEIRA,Pública
31147788,EE DOUTOR TRISTAO DA CUNHA,Pública
31147818,EE JOAO FERREIRA DE OLIVEIRA,Pública
31147885,EE TRANQUILINO DIAS BRITO,Pública
31147931,EE VANDA REUTER,Pública
31147958,EE PROFESSOR PATRICIO FERREIRA GOMES,Pública
31147966,EE ALFREDO SA,Pública
31148016,EE SAO SEBASTIAO,Pública
31148059,EE CLOTILDE ONOFRI DE CAMPOS,Pública
31148075,EE IONE LEWICK CUNHA MELO,Pública
31148113,EE DOUTOR WALDEMAR NEVES DA ROCHA,Pública
31148458,EE APARICIO ALVES MURTA,Pública
31148521,EE NOSSA SENHORA DA LAPA,Pública
31157902,COLEGIO SANTO ANTONIO,Privada
31157953,EDUCANDARIO CARLOS DRUMMOND DE ANDRADE,Privada
31158101,ESCOLA PARTICULAR PEQUENO PRINCIPE,Privada
31158143,ESC STO AGOSTINHO,Privada
31158151,IFTM - CAMPUS UBERABA,Pública
31158178,EE ARMANDO SANTOS,Pública
31158194,EE PROFESSOR LUIZ ANTONIO CORREA OLIVEIRA,Pública
31158224,EE DOM JOSE GASPAR,Pública
31158313,EE VASCO SANTOS,Pública
31158399,EE NOSSA SENHORA DAS GRACAS,Pública
31158569,EE PADRE CLEMENTE DE MALETO,Pública
31158674,EE JOSE ALEXANDRE MIZIARA,Pública
31158801,EE JOAO KOPKE,Pública
31158879,EE MAESTRO JOSINO DE OLIVEIRA,Pública
31158909,EE LAURISTON SOUZA,Pública
31158941,EE VICENTE MACEDO,Pública
31159026,EE DOUTOR PEDRO DIAS DOS REIS,Pública
31159069,EE SAO JOSE,Pública
31159131,EE ALONSO DE MORAIS ANDRADE,Pública
31159166,EE ANTONIO FERREIRA BARBOSA,Pública
31159182,EE NOSSA SENHORA DE LOURDES,Pública
31159212,EE TIRADENTES,Pública
31159255,EE BOM SUCESSO,Pública
31159280,EE IZOLDINO SOARES DE FREITAS,Pública
31159328,EE PROFESSOR LEAO COELHO DE ALMEIDA,Pública
31159387,EE PADRE JOAO BALKER,Pública
31159417,EE ALYSSON ROBERTO BRUNO,Pública
31159484,EE BARAO DA RIFAINA,Pública
31159506,EE CORONEL JOSE AFONSO DE ALMEIDA,Pública
31159611,EE SANTA JULIANA,Pública
31159646,EE SAO FRANCISCO DE SALES,Pública
31159662,EE AURELIO LUIZ DA COSTA,Pública
31159671,EE MARECHAL HUMBERTO ALENCAR CASTELO BRANCO,Pública
31159751,EE MINAS GERAIS,Pública
31159794,EE NOSSA SENHORA DA ABADIA,Pública
31159841,EE BOULANGER PUCCI,Pública
31159972,EE PROFESSORA CORINA DE OLIVEIRA,Pública
31160016,EE PROFESSOR CHAVES,Pública
31160075,EE QUINTILIANO JARDIM,Pública
31160083,EE FREI LEOPOLDO DE CASTELNUOVO,Pública
31160130,EE SANTA TEREZINHA,Pública
31160148,EE HORIZONTA LEMOS,Pública
31160164,EE IRMAO AFONSO,Pública
31160172,EE LAURO FONTOURA,Pública
31160237,EE GERALDINO RODRIGUES CUNHA,Pública
31160253,COLEGIO TIRADENTES PMMG,Pública
31160261,EE CARMELITA CARVALHO GARCIA,Pública
31166090,COL DOM BOSCO,Privada
31166103,COLEGIO SAO DOMINGOS,Privada
31166162,ESC STA TEREZINHA,Privada
31166332,COLEGIO MARISTA DIOCESANO,Privada
31166359,ASSEIJ - COLEGIO NOSSA SENHORA DAS DORES,Privada
31166375,COL N SRA DAS GRACAS,Privada
31166456,COL RUBEM ALVES,Privada
31166481,COLEGIO CENECISTA DR JOSE FERREIRA,Privada
31166553,IFTM - CAMPUS UBERLANDIA,Pública
31166634,EE DONA ELEONORA PIERUCCETTI,Pública
31166651,EE ISOLINA FRANCA SOARES TORRES,Pública
31166685,EE MADRE MARIA BLANDINA,Pública
31166731,EE PROFESSOR ANTONIO MARQUES,Pública
31166740,EE RAUL SOARES,Pública
31166812,EE JOSE CARNEIRO DA CUNHA,Pública
31166871,EE NELSON SOARES DE OLIVEIRA,Pública
31166936,EE MONTE ALEGRE DE MINAS,Pública
31166979,EE JOSIAS PINTO,Pública
31167045,EE DO PRATA,Pública
31167193,EE SEBASTIAO DIAS FERRAZ,Pública
31167207,EE MARIO SIDNEY FRANCESCHI,Pública
31167231,EE FELISBERTO ALVES CARREJO,Pública
31167258,EE GUIOMAR DE FREITAS COSTA,Pública
31167266,EE HORTENCIO DINIZ,Pública
31167282,EE ALDA MOTA BATISTA,Pública
31167291,EE IGNACIO PAES LEME,Pública
31167304,EE PROFESSORA JUVENILIA FERREIRA DOS SANTOS,Pública
31167312,EE JOAQUIM SARAIVA,Pública
31167321,EE AMERICO RENE GIANNETTI,Pública
31167339,EE PROFESSOR JOSE IGNACIO DE SOUSA,Pública
31167398,EE MARIO PORTO,Pública
31167401,EE ANGELA TEIXEIRA DA SILVA,Pública
31167436,EE MESSIAS PEDREIRO,Pública
31167461,EE ANGELINO PAVAN,Pública
31167487,EE ANTONIO LUIS BASTOS,Pública
31167509,EE LOURDES DE CARVALHO,Pública
31167541,EE PROFESSOR INACIO CASTILHO,Pública
31167568,EE BUENO BRANDAO,Pública
31167584,EE FREI EGIDIO PARISI,Pública
31167592,EE SERGIO DE FREITAS PACHECO,Pública
31167606,EE JERONIMO ARANTES,Pública
31167614,EE SEGISMUNDO PEREIRA,Pública
31167622,EE JOAO REZENDE,Pública
31167649,EE DA CIDADE INDUSTRIAL,Pública
31167665,EE DO BAIRRO JARDIM DAS PALMEIRAS,Pública
31167690,EE DE UBERLANDIA,Pública
31167738,EE TEOTONIO VILELA,Pública
31167746,EE NEUZA REZENDE,Pública
31167771,EE ANTONIO THOMAZ FERREIRA DE REZENDE,Pública
31167797,EE DO PARQUE SAO JORGE,Pública
31167835,CESEC DE UBERLANDIA,Pública
31167843,EE PROFESSOR EDERLINDO LANNES BERNARDES,Pública
31170208,ESCOLA MACHADO DE ASSIS,Privada
31170216,COLEGIO BERLAAR SAGRADO CORACAO JESUS,Privada
31170321,ESCOLA SESI GUIOMAR DE FREITAS COSTA,Privada
31170348,CENTRO EDUCACIONAL ADVENTISTA DE UBERLANDIA,Privada
31170402,COL MARISTA CHAMPAGNAT,Privada
31170461,COLEGIO RESSURREICAO NOSSA SENHORA,Privada
31170534,COLEGIO PIRLIMPIMPIM SAO PASCHOALL,Privada
31170607,INSTITUTO TERESA VALSE,Privada
31170674,IFSULDEMINAS - CAMPUS MACHADO,Pública
31170682,EE CONSELHEIRO FIDELIS,Pública
31170798,EE DOUTOR EMILIO SILVEIRA,Pública
31170810,EE JUDITH VIANNA,Pública
31170844,EE PREFEITO ISMAEL BRASIL CORREA,Pública
31170879,EE SAMUEL ENGEL,Pública
31170887,EE DOUTOR NAPOLEAO SALLES,Pública
31170895,EE PADRE JOSE GRIMMINCK,Pública
31171042,EE NOSSA SENHORA DE MONTSERRAT,Pública
31171123,EE CASIMIRO SILVA,Pública
31171174,EE DOUTOR JOAQUIM VILELA,Pública
31171212,EE PADRE JOAO VIEIRA DA FONSECA,Pública
31171301,EE CLOVIS SALGADO,Pública
31171484,EE VITAL BRASIL,Pública
31171549,EE PADRE CHICO,Pública
31171646,EE PROFESSOR EDUARDO DANIEL FERREIRA DIAS,Pública
31171701,EE PADRE ANTONIO VIEIRA,Pública
31171786,EE PROFESSOR WANDERLEY FERREIRA DE REZENDE,Pública
31171964,EE PROFESSOR GUEDES FERNANDES,Pública
31171999,EE JOAO DE PAULA CAPRONI,Pública
31172073,EE DOMINGOS GONCALVES DE MELLO MINGOTE,Pública
31172081,EE RUTH MARTINS DE ALMEIDA,Pública
31172146,EE DOM OTHON MOTTA,Pública
31172316,EE PADRE ANCHIETA,Pública
31172375,EE PROFESSORA CELINA DE REZENDE VILELA,Pública
31172456,EE MONSENHOR JOAO CANCIO,Pública
31172464,EE SAO SEBASTIAO,Pública
31172600,EE TARGINO NOGUEIRA,Pública
31172618,EE PROFESSORA NORMA DE BRITO PIEDADE MARTINS,Pública
31172693,EE DR LAURO CORREA DO AMARAL,Pública
31172766,EE PREFEITO CELSO VIEIRA VILELA,Pública
31172804,EE NOSSA SENHORA APARECIDA,Pública
31172847,EE NILO PECANHA,Pública
31172936,EE PROFESSOR SOUZA NILO,Pública
31172961,EE JOAO DE ALMEIDA LISBOA,Pública
31172987,EE PROFESSORA MARIA RITA LISBOA PEREIRA SANTORO,Pública
31173045,EE GABRIEL ODORICO,Pública
31173061,EE IRACEMA RODRIGUES,Pública
31173088,EE PAULINA RIGOTTI DE CASTRO,Pública
31173266,EE PADRE ROGERIO ABDALA,Pública
31173371,EE DOUTOR ERNANE VILELA LIMA,Pública
31173487,EE PROFESSORA MARIA ANTONIETA ROMANO SALGADO,Pública
31173533,EE PADRE PICCININI,Pública
31173762,EE NOSSA SENHORA APARECIDA,Pública
31173878,EE SAO MARCOS,Pública
31173916,EE FELIZARDA RUSSANO,Pública
31174009,EE DONA AUGUSTA,Pública
31174017,EE PROFESSORA ALDA DE MOURA CARVALHO,Pública
31174025,EE DOUTOR JOAO PINHEIRO,Pública
31174033,EE BARBARA HELIODORA,Pública
31174149,EE DOUTOR HUMBERTO SANCHES,Pública
31174190,EE PROFESSOR ANTONIO MAGALHAES ALVES,Pública
31174220,EE DO SOBRADINHO,Pública
31174246,EE JOSE CRISTIANO ALVES,Pública
31174289,EE MINISTRO CLOVIS SALGADO,Pública
31174319,EE DONA MARIANA CARVALHAL COSTA,Pública
31174416,EE AMERICO DIAS PEREIRA,Pública
31174467,EE OLIMPIA DE BRITO,Pública
31174475,EE GODOFREDO RANGEL,Pública
31174688,EE DEPUTADO TEODOSIO BANDEIRA,Pública
31174700,EE PREFEITO JACY JUNQUEIRA GAZOLA,Pública
31174831,EE PRESIDENTE TANCREDO NEVES,Pública
31174858,EE NOSSA SENHORA DA PIEDADE,Pública
31174882,EE AFONSO PENA,Pública
31174921,EE BRASIL,Pública
31175013,EE DEPUTADO DOMINGOS DE FIGUEIREDO,Pública
31175030,EE DOUTOR WLADIMIR DE REZENDE PINTO,Pública
31175064,EE PEDRO DE ALCANTARA,Pública
31175072,EE PROFESSOR ANTONIO DOMINGUES CHAVES,Pública
31175099,EE CORACAO DE JESUS,Pública
31175102,EE PROFESSORA ARACY MIRANDA,Pública
31175137,EE DELFIM MOREIRA,Pública
31180211,COL ATENAS,Privada
31180220,COLEGIO SAGRADO CORACAO DE JESUS,Privada
31180262,COLEGIO FRANCISCANO SANTO INACIO,Privada
31180271,COL PE JULIO MARIA,Privada
31180319,EXTERNATO N SRA DE LOURDES,Privada
31180408,COLEGIO IMACULADA CONCEICAO,Privada
31180475,COLEGIO BALBINA RIBEIRO SOARES,Privada
31180483,COL SAO MIGUEL,Privada
31180521,COL IMACULADO CORACAO DE MARIA,Privada
31180530,COLEGIO LASER,Privada
31180556,COLEGIO UNIVERSITARIO DE APLICACAO DA UNINCOR - PROF DR JOSE MARIA FERREIRA MACIEL,Privada
31180572,ESC CORACAO DE JESUS,Privada
31180599,COLEGIO ALPHA,Privada
31180602,COLEGIO BATISTA DE VARGINHA,Privada
31180611,COLEGIO DOS SANTOS ANJOS,Privada
31180696,CAMPUS RIO POMBA,Pública
31180742,EE PROFESSOR SOUZA PRIMO,Pública
31180769,EE DEPUTADO EDSON RESENDE,Pública
31180793,EE SAO LUIS,Pública
31180807,EE PROFESSOR BIOLKINO DE ANDRADE,Pública
31180815,EE DOMICIANO ESTEVES,Pública
31180831,EE CORINA VIEIRA HENRIQUES,Pública
31180858,EE TEREZINHA PEREIRA,Pública
31180891,EE PROFESSOR DAVID PROCOPIO,Pública
31181137,EE MARIANA DE PAIVA,Pública
31181188,EE PREFEITO ANTONIO ARRUDA,Pública
31181277,EE PROFESSOR SAMUEL JOAO DE DEUS,Pública
31181382,EE PROFESSORA FRANCISCA PEREIRA RODRIGUES,Pública
31181412,EE PADRE VICENTE CARVALHO,Pública
31181498,EE PROFESSOR JOSE BORGES DE MORAIS,Pública
31181528,EE MARCIO NICOLATO,Pública
31181536,EE ALVARO GIESTA,Pública
31181609,EE PROFESSOR CICERO TORRES GALINDO,Pública
31181641,EE SANTO ANTONIO,Pública
31181854,EE DR JOAO PINTO,Pública
31181862,EE SENADOR LEVINDO COELHO,Pública
31181951,EE DEPUTADO CARLOS PEIXOTO FILHO,Pública
31181994,EE DOUTOR LEVINDO COELHO,Pública
31182001,EE PADRE JOAOZINHO,Pública
31182036,EE GOVERNADOR VALADARES,Pública
31182052,EE RAUL SOARES,Pública
31182079,EE SAO JOSE,Pública
31182087,EE CORONEL TEIXEIRA ERVILHA,Pública
31182214,CESEC PROFESSOR PAULO ROBERTO REIS DE ALMEIDA,Pública
31182222,EE DOUTOR CELSO MACHADO,Pública
31184152,COLEGIO MUNICIPAL RIO BRANCO,Pública
31184292,COLEGIO REGINA COELI,Privada
31184331,COLEGIO SAGRADO CORACAO DE MARIA,Privada
31184349,COLEGIO LOSANGO DE UBA,Privada
31184365,ESCOLA RAFAELA MENICUCCI,Privada
31184381,EE CORONEL JOSE VENANCIO DE SOUSA,Pública
31184403,EE DE MACHADO MINEIRO,Pública
31184420,EE JOAQUIM FERNANDES ABADE,Pública
31184446,EE VERISSIMO TEIXEIRA COSTA,Pública
31184454,EE DE DIVISA ALEGRE,Pública
31184519,EE TANCREDO NEVES,Pública
31184543,EE LAUDELINA DIAS LACERDA,Pública
31184551,EE JOVIANO NAVES,Pública
31184586,EE ALBERTO VICENTE PEREIRA,Pública
31184594,EE DE MATA VERDE,Pública
31184616,EE BARAO DO RIO BRANCO,Pública
31184632,EE JOAO DOS SANTOS AMARAL,Pública
31184641,EE ALPHONSUS DE GUIMARAES,Pública
31184667,EE FERNANDO DA COSTA AMARAL,Pública
31184691,EE DE FELISBURGO,Pública
31184756,EE PROFESSOR ESTEVAO ARAUJO,Pública
31184837,EE CORONEL RAMIRO PEREIRA,Pública
31184918,EE SAO MIGUEL,Pública
31185019,EE PROFESSOR ANTONIO GOMES MOREIRA,Pública
31185035,EE MANOEL DE SOUZA SANTOS,Pública
31185043,EE DE GIRU,Pública
31185078,EE DE JORDANIA,Pública
31185124,EE MONSENHOR MANOEL,Pública
31185205,EE CASSIANO MENDES,Pública
31185353,EE GOVERNADOR CLOVIS SALGADO,Pública
31185388,EE WALMIR ALMEIDA COSTA,Pública
31185400,EE CORONEL ELPIDIO ALVES FERREIRA,Pública
31185442,EE JOSE JOAQUIM CABRAL,Pública
31185451,EE CLEMENTE DA ROCHA BANDEIRA,Pública
31190683,EE PROFESSOR LETRO,Pública
31190705,EE GERMANO PEDRO DE SOUZA,Pública
31190756,EE PRESIDENTE TANCREDO NEVES,Pública
31190772,EE FAGUNDES VARELA,Pública
31190802,EE ALBERTO GIOVANNINI,Pública
31190829,EE DOUTOR JOAQUIM GOMES DA SILVEIRA NETO,Pública
31190888,EE PROFESSOR PEDRO CALMON,Pública
31190918,EE RAULINO COTTA PACHECO,Pública
31190926,EE CORONEL SILVINO PEREIRA,Pública
31190969,EE ROTILDINO AVELINO,Pública
31190985,EE TANCREDO DE ALMEIDA NEVES,Pública
31191001,EE LAURA XAVIER SANTANA,Pública
31191060,EE JOAO XXIII,Pública
31191124,EE MAURILIO ALBANESE NOVAES,Pública
31191132,COLEGIO TIRADENTES PMMG,Pública
31191183,EE ENGENHEIRO AMARO LANARI JUNIOR,Pública
31191205,EE GERALDO GOMES RIBEIRO,Pública
31191213,EE NACIF SELIM DE SALES,Pública
31191221,EE DONA CANUTA ROSA OLIVEIRA BARBOSA,Pública
31191256,EE SELIM JOSE DE SALLES,Pública
31191361,EE LIBERATO DE CASTRO,Pública
31191418,EE PRUDENTE DE MORAIS,Pública
31191426,EE JOSE ROSA DAMASCENO,Pública
31191442,EE ALBERTINO FERREIRA DRUMOND,Pública
31191451,EE ANTONIO LUIZ,Pública
31191477,EE SALVELINO FERNANDES MADEIRA,Pública
31191507,EE SAO SEBASTIAO,Pública
31191531,EE PROFESSORA ANA LETRO STAACKS,Pública
31191540,EE ANTONIO SILVA,Pública
31193020,COLEGIO JOAO CALVINO,Privada
31193038,COLEGIO CATOLICA PADRE DE MAN,Privada
31193071,COL EGIO JOHN WESLEY,Privada
31193097,COLEGIO SAO FRANCISCO XAVIER - CARIRU,Privada
31193160,INST EDUC MAYRINK VIEIRA,Privada
31193216,ESCOLA EDUCACAO CRIATIVA,Privada
31193313,COLEGIO CATOLICA DE TIMOTEO,Privada
31193356,EE GUSTAVO AUGUSTO DA SILVA,Pública
31193399,EE BARAO DE PARAOPEBA,Pública
31193429,EE FELICIANO MENDES,Pública
31193453,EE LAMARTINE DE FREITAS,Pública
31193542,EE PROFESSOR ASTOR VIANNA,Pública
31193551,EE AUGUSTO JOSE VIEIRA,Pública
31193577,EE DOMINGOS BEBIANO,Pública
31193631,EE GENERAL SYLVIO RAULINO DE OLIVEIRA,Pública
31193658,EE GERALDO BITTENCOURT,Pública
31193666,EE MONSENHOR HORTA,Pública
31193682,EE MONSENHOR ANTONIO JOSE FERREIRA,Pública
31193747,EE LOPES FRANCO,Pública
31193771,EE NARCISO DE QUEIROS,Pública
31193828,EE CORONEL ALCIDES DUTRA,Pública
31193852,EE NOSSA SENHORA DE FATIMA,Pública
31193950,EE PEDRO DOMINGUES,Pública
31193968,EE RIBEIRO DE OLIVEIRA,Pública
31193992,EE CONSELHEIRO ANTAO,Pública
31194042,EE SANTOS REIS,Pública
31194107,EE NAPOLEAO REIS,Pública
31194123,EE CONEGO LUIZ VIEIRA DA SILVA,Pública
31194158,EE IRACEMA DE ALMEIDA,Pública
31194204,EE CORONEL JOSE ILDEFONSO,Pública
31194255,EE FRANCISCO SALES FERREIRA,Pública
31194298,EE ANTONIO DE PAULA DIAS,Pública
31194395,EE DR JOAO NOGUEIRA DE ALMEIDA,Pública
31194425,EE DESEMBARGADOR APRIGIO RIBEIRO DE OLIVEIRA,Pública
31194468,EE QUINZINHO INACIO,Pública
31196134,COL N SRA DA PIEDADE,Privada
31196142,C EDUC TEC GAL EDMUNDO M S SILVA,Privada
31196177,COLEGIO NOSSA SENHORA DE NAZARE,Privada
31196215,ESCOLA MUNICIPAL NAPOLEAO REIS,Pública
31196312,COLEGIO BATISTA MINEIRO- UNIDADE OURO BRANCO,Privada
31196347,EE MONSENHOR FRANCISCO MIGUEL FERNANDES,Pública
31196380,EE SAO FRANCISCO DE ASSIS,Pública
31196398,EE SERGIO DE FREITAS PACHECO,Pública
31196452,EE WILSON DE MELO,Pública
31196517,EE BENEDITO WALDEMAR DA SILVA,Pública
31196533,EE CORONEL TONICO FRANCO,Pública
31196550,EE DOUTOR FERNANDO ALEXANDRE,Pública
31196584,EE GOVERNADOR ISRAEL PINHEIRO,Pública
31196592,EE PROFESSORA MARIA DE BARROS,Pública
31196631,EE ANTONIO SOUZA MARTINS,Pública
31196703,CESEC CLORINDA MARTINS TAVARES,Pública
31196720,EE PREFEITO JOSE FRANCO DE GOUVEIA,Pública
31198846,COL STA TERESA,Privada
31198943,EE IRMAOS GUIMARAES,Pública
31198960,EE PADRE EUSTAQUIO,Pública
31198994,EE AMIR AMARAL,Pública
31199010,EE DOM LUSTOSA,Pública
31199061,EE IRMA GISLENE,Pública
31199117,EE NELY AMARAL,Pública
31199133,EE JOSE EDUARDO AQUINO,Pública
31199141,EE DALVA STELA DE QUEIROZ,Pública
31199265,EE SERRA DO SALITRE,Pública
31200247,COLEGIO ATENAS,Privada
31200271,EE PEDRO ALVARES CABRAL,Pública
31200280,EE BENEDITO VALADARES,Pública
31200395,EE JOAQUIM BOTELHO,Pública
31200484,EE ROBERT KENNEDY,Pública
31200549,EE CORONEL JOSE FALEIROS DE AGUIAR,Pública
31200611,EE GREGORIANO CANEDO,Pública
31200654,EE PROFESSOR VICENTE LOPES PEREZ,Pública
31200689,EE SANTA MARIA GORETTI,Pública
31202100,COLEGIO NOSSA SENHORA DO AMPARO,Privada
31202134,EE PROFESSOR LEONIDES ALVARENGA,Pública
31202177,EE NELSON FERNANDES FRIACA,Pública
31202185,EE ABILIO NEVES,Pública
31202193,EE PADRE ALBERTO FUGER,Pública
31202304,EE JARBAS GAMBOGI,Pública
31202339,EE PROFESSOR JOSE MONTEIRO,Pública
31202401,EE DOUTOR JOSE ESTEVES DE ANDRADE BOTELHO,Pública
31202495,EE PRESIDENTE KENNEDY,Pública
31202665,EE DOUTOR OSMAR BICALHO,Pública
31202797,EE PADRE HERCULANO PAZ,Pública
31202894,EE AZARIAS RIBEIRO,Pública
31202908,EE CRISTIANO DE SOUZA,Pública
31202967,EE DORA MATARAZZO,Pública
31202975,EE DOUTOR JOAO BATISTA HERMETO,Pública
31203009,EE FIRMINO COSTA,Pública
31203106,EE TIRADENTES,Pública
31203122,COLEGIO TIRADENTES PMMG,Pública
31203360,EE PROFESSOR PINHEIRO CAMPOS,Pública
31203408,EE SAO JOAO BATISTA,Pública
31203441,EE JOAO MELO GOMIDE,Pública
31203491,EE ELVIRA LOPES RESENDE,Pública
31203521,EE ANTONIO NOVAIS,Pública
31203530,EE CARMELITA CARVALHO GARCIA,Pública
31203564,EE CORONEL MARIO CAMPOS,Pública
31205150,COLEGIO DOM CABRAL,Privada
31205231,COL N SRA DE LOURDES,Privada
31205265,INST PRESBITERIANO GAMMON,Privada
31205281,ESC CENECISTA DULCE OLIVEIRA,Privada
31205371,EE DO BAIRRO JARDIM DO IPE,Pública
31205460,EE MOACIR CANDIDO,Pública
31205559,EE NOSSA SENHORA DE ABADIA,Pública
31205613,EE DO POVOADO DE AGUAS ALTAS,Pública
31205664,EE LEVI DURAES PERES,Pública
31205893,EE DOMINGOS PIMENTA DE FIGUEIREDO,Pública
31210048,COL COTEMIG FLORESTA,Privada
31210358,ESC JANAUBENSE,Privada
31210498,INST PEQUENO PRINCIPE - EXPANSAO,Privada
31210595,COL QUELUZ DE MINAS,Privada
31211974,COLEGIO CLITA BATISTA,Privada
31212067,COLEGIO SAO BENEDITO,Privada
31212229,EE AGROTECNICA AFONSO QUEIROZ,Pública
31212253,EE PROFESSORA MARLENE CARMO,Pública
31212261,EE BETANIA TOLENTINO SILVEIRA,Pública
31212598,EE ANTONIO AUGUSTO RIBEIRO,Pública
31212601,EE PROFESSOR OSVALDO FRANCO,Pública
31212652,EE VINICIUS DE MORAES,Pública
31213292,EE DELVITO ALVES DA SILVA,Pública
31213306,EE PROFESSORA DINALVA MARIA DE SOUZA,Pública
31213675,EE JULIO CESAR REIS OLIVEIRA,Pública
31213845,CENTRO EDUCACIONAL IMPAR,Privada
31213926,CENTRO EDUCACIONAL LOSANGO DONA CORINA,Privada
31214981,EE FRANCISCO XAVIER ANTUNES,Pública
31215082,EE DO BAIRRO AMAZONAS,Pública
31215384,EE JOSE ALVAREZ FILHO,Pública
31215759,COL NOVA DIMENSAO,Privada
31215830,INSTITUTO EDUCACIONAL SANTA AMELIA,Privada
31216003,COL CHROMOS LAGOA SANTA,Privada
31217123,COLEGUIUM - UNIDADE OURO PRETO,Privada
31217263,INSTITUTO EDUCACIONAL MANOEL PINHEIRO,Privada
31217310,EE NILZA LUZIA DE SOUZA BUTTA,Pública
31217611,EE MESTRA BEZINHA GANDRA,Pública
31217646,EE ROSARINHA PIMENTINHA,Pública
31217743,EE CINIRA CARVALHO,Pública
31217778,EE RAUL DE LEONI,Pública
31217913,EE DA VILA NOVO HORIZONTE,Pública
31218189,EE DOUTOR OSVALDO PREDILIANO SANTANA,Pública
31218502,EE ROTARY,Pública
31218758,EE JOAO DE ALMEIDA,Pública
31218766,EE PROFESSOR JOAQUIM NUNES,Pública
31218944,EE PREFEITO ZICO PAIVA,Pública
31218979,EE JOSE GABRIEL DE OLIVEIRA,Pública
31218995,EE MANOEL MARTINS DE MELO,Pública
31219011,EE ALIRIO HERVAL,Pública
31219126,ESCOLA PROFESSOR JAIRO GROSSI,Privada
31219983,ESCOLA CULTURA VIVA,Privada
31220094,COL NACIONAL,Privada
31220353,COLEGIO HELENA BICALHO,Privada
31220663,EE DELANO BROCHADO ADJUTO,Pública
31221449,EE DOUTOR GERALDO PERLINGEIRO DE ABREU,Pública
31222232,COLEGIO AGUIA DE PRATA,Privada
31222461,EE ANTONIO RIGUEIRA DA FONSECA,Pública
31222976,REDE PROSPER POCOS DE CALDAS,Privada
31223123,COL CHROMOS BETIM,Privada
31223131,C EDUC MARIA MADALENA F PASS0S,Privada
31223174,IEC-UNIDADE INDUSTRIAL,Pública
31223182,IEC-UNIDADE PETROLANDIA,Pública
31223417,COLEGIO EDUCACIONAL ABC DE ENSINO FUNDAMENTAL E MEDIO,Privada
31223590,EE JOAO FERREIRA DE FREITAS,Pública
31223697,ESCOLA MUNICIPAL CAIO LIBANO SOARES,Pública
