codigo_inep,nome_escola,tipo_escola
15569764,ESCOLA DE EDUCACAO BASICA CRESCER LTDA - ME,Privada
15570193,ESCOLA ESTADUAL ENEDINA SAMPAIO MELO,Pública
15570479,COLEGIO IMPACTO,Privada
15570533,CENTRO DE ENSINO PLENO IDEAL,Privada
15570541,COLEGIO SANTA MADRE,Privada
15571831,ESCOLA ESTADUAL PROFA IZABEL AMAZONAS,Pública
15572005,COLEGIO INTELECTUAL,Privada
15572099,ESCOLA ESTADUAL C PRESIDENTE FERNANDO HENRIQUE,Pública
15572226,ESCOLA ESTADUAL MANOEL ANTONIO DE CASTRO,Pública
15572900,EEIEFM COLEGIO INOVAR DE JACUNDA,Privada
15573907,CENTRO DE EDUCACAO GLOBO,Privada
15574199,ESCOLA ESTADUAL RAIMUNDO VERA CRUZ,Pública
15574202,CENTRO INFANTIL DE MOCAJUBA,Privada
15574865,ESCOLA ESTADUAL DEPUTADO NICIAS RIBEIRO,Pública
15575497,ESCOLA ESTADUAL MARIA JOSE SANTANA DA SILVA,Pública
15575519,ESCOLA ESTADUAL SEVERO ALVES,Pública
15576370,COLEGIO ESTADUAL PALMIRA GABRIEL,Pública
15576396,ESCOLA ESTADUAL IRMA STELLA MARIA,Pública
15577058,ESCOLA ESTADUAL DR ALMIR GABRIEL,Pública
15577406,ESCOLA ESTADUAL DR GERALDO MENDES DE CASTRO VELOSO,Pública
15577660,ESCOLA ESTADUAL EDUARDO LAUANDE,Pública
15577708,COLEGIO DE ENSINO ICOARACIENSE - CEI,Privada
15577740,E E F M ALVORADA,Privada
15577791,ESCOLA ESTADUAL MAGALHAES BARATA,Pública
15578003,ESCOLA ESTADUAL VEREADOR RAIMUNDO DE SOUZA COELHO,Pública
15578011,ESCOLA ESTADUAL CELSO RODRIGUES,Pública
15578020,ESCOLA ESTADUAL IZABEL AMAZONAS,Pública
15578968,COLEGIO ESTADUAL DR INACIO KOURY GABRIEL NETO,Pública
15579581,ESCOLA ESTADUAL MARIA IRANY RODRIGUES DA SILVA,Pública
15580580,CENTRO EDUCACIONAL DE BENEVIDES,Privada
15580830,COLEGIO CASTRO ALVES,Privada
15581039,ESCOLA ESTADUAL CENTRO EDUCACIONAL ANCHIETA,Pública
15581276,COLEGIO GENTIL BITTENCOURT,Privada
15581853,ESCOLA ESTADUAL PROFA MARIA HELENA VALENTE TAVARES,Pública
15581900,SISTEMA EDUCACIONAL ACROPOLE BELEM,Privada
15582728,ESCOLA ESTADUAL SANTA CLARA,Pública
15582930,ESCOLA ESTADUAL GUILHERME GABRIEL,Pública
15582949,EETEPA-ESCOLA ESTADUAL DE EDUCACAO TECNOLOGICA DO PARA- PARAGOMINAS,Pública
15583058,ESCOLA ESTADUAL PROFA DUCILLA ALMEIDA DO NASCIMENTO,Pública
15583430,ESCOLA ESTADUAL PROF GERSON PERES,Pública
15583910,ESCOLA ESTADUAL SALOMAO MATOS,Pública
15584020,ESCOLA ESTADUAL FRANCILANDIA,Pública
15584046,ESCOLA ESTADUAL PROFA MARLUCE MASSARIOL DE SOUZA,Pública
15584062,ENGELS,Privada
15584070,CENTRO EDUCACIONAL MARANATA,Privada
15584100,COLEGIO DA VINCI,Privada
15584240,CENTRO EDUC MONS GIOVANNI BROCCARDO,Privada
15584640,ESCOLA ESTADUAL AGOSTINHO MORAES DE OLIVEIRA,Pública
15584801,ESCOLA DE ENSINO INFANTIL FUNDAMENTAL E MEDIO PRESIDENTE TANCREDO NEVES LTDA ME-ME,Privada
15585026,ESCOLA ESTADUAL MAESTRO WILSON DIAS DA FONSECA,Pública
15585042,ESCOLA ESTADUAL PROFA DEUSALINA DA CUNHA E SOUZA CARNEIRO,Pública
15585131,COLEGIO EXATO,Privada
15585689,COLEGIOSEIMA,Privada
15585891,ESCOLA ESTADUAL NELSON REBELO,Pública
15585972,E E E TECNOLOGICA DO ESTADO DO PARA - EETEPA SALVATERRA,Pública
15586057,GENIUS UNIVERSIDADE DE CONSTRUCAO E APRENDIZAGEM,Privada
15586227,ESCOLA ESTADUAL DR JOSE MARCIO AYRES,Pública
15586294,COLEGIO CASTANHEIRA,Privada
15586316,ESCOLA ESTADUAL PROF RUTH GUIMARAES FERREIRA,Pública
15586324,CENTRO EDUCACIONAL PARAISO DO ESTUDANTE,Privada
15586413,ESCOLA DE EDUCACAO BASICA MARECHAL RONDON,Privada
15586421,ESCOLA ESTADUAL MARIA BENTA OLIVEIRA DE SOUSA,Pública
15586715,COLEGIO IMPACTO,Privada
15586758,COLEGIO CONEXAO,Privada
15587282,ESCOLA ESTADUAL PROFA BEATRIZ DO VALE,Pública
15587711,ESCOLA ESTADUAL ANTONIO DE OLIVEIRA GORDO,Pública
15587878,CENTRO INTEGRADO DE EDUC DO BAIXO TOCANTINS,Pública
15587886,EETEPA MONTE ALEGRE,Pública
15587894,EETEPA - ITAITUBA,Pública
15587908,IFPA - CAMPUS ABAETETUBA,Pública
15587916,ESCOLA DE ENSINO TECNICO DO ESTADO DO PARA - EETEPA TAILANDIA,Pública
15587983,SISTEMA DE ENSINO VESTIBULANDO,Privada
15588327,CENTRO EDUCACIONAL MAC,Privada
15588378,ESCOLA ESTADUAL JOSE SALLES,Pública
15588610,ESCOLA ESTADUAL SIMAO JACINTO DOS REIS,Pública
15588831,ESCOLA ESTADUAL DALCIDIO JURANDIR,Pública
15588866,ESCOLA SESI ICOARACI,Privada
15588947,IFPA - CAMPUS BELEM,Pública
15590798,SEI-SISTEMA DE ENSINO INCENTIVO,Privada
15590917,ESCOLA ESTADUAL PROF MANOEL SATURNINO DE ANDRADE FAVACHO,Pública
15591000,COLEGIO SUCESSO,Privada
15995933,SISTEMA DE ENSINO CTEM,Privada
16000064,ESC EST PROF SILVIO ELITO DE LIMA SANTOS,Pública
16000315,ESC EST JOAQUIM NABUCO,Pública
16000587,ESC EST DUQUE DE CAXIAS,Pública
16000749,ESC EST VIDAL DE NEGREIROS,Pública
16000862,ESC EST ERNESTO PEREIRA COLARES,Pública
16001192,ESC EST DR HERMELINO HERBSTER GUSMAO,Pública
16001320,ESC EST PROF MARIA HELENA CORDEIRO,Pública
16001567,ESC EST PROF MARIA IRACI TAVARES,Pública
16001753,ESC EST WILSON HILL DE ARAUJO,Pública
16001885,CENTRO DE ESTUDOS SUPLETIVOS PROF PAULO MELO,Pública
16001923,COLEGIO AMAPAENSE,Pública
16002016,COLEGIO SANTA BARTOLOMEA CAPITANIO,Privada
16002024,MODERNO CENT DE ENSINO EDUC E CULTURA,Privada
16002032,ESCOLA VISCONDE DE MAUA,Privada
16002067,ESC EST PROF GABRIEL ALMEIDA CAFE,Pública
16002270,ESC EST AUGUSTO DOS ANJOS,Pública
16002326,ESC EST CECILIA PINTO,Pública
16002350,ESCOLA QUILOMBOLA ESTADUAL DANIEL DE CARVALHO,Pública
16002369,ESC EST DEUSOLINA SALLES FARIAS,Pública
16002393,ESC EST DR ALEXANDRE VAZ TAVARES,Pública
16002431,ESC EST GAL AZEVEDO COSTA,Pública
16002440,ESC EST GONCALVES DIAS,Pública
16002490,ESC EST JESUS DE NAZARE,Pública
16002580,ESC EST MARIA DO CARMO VIANA DOS ANJOS,Pública
16002598,ESC EST PROFº JOSE FIRMO DO NASCIMENTO,Pública
16002610,ESC EST MARIO QUIRINO DA SILVA,Pública
16002628,ESCOLA QUILOMBOLA ESTADUAL PROFESSOR RAIMUNDO PEREIRA DA SILVA,Pública
16002660,ESC EST TIRADENTES,Pública
16002725,ESC EST PROF LUCIMAR A DEL CASTILLO,Pública
16002733,ESC EST PROF MARIA CARMELITA DO CARMO,Pública
16002814,ESC EST SEBASTIANA LENIR DE ALMEIDA,Pública
16002881,ESC EST ANTONIO CORDEIRO PONTES,Pública
16003128,ESCOLA CONEXAO AQUARELA,Privada
16003926,ESC EST JOSE DO PATROCINIO,Pública
16004000,ESC EST SAO JOAQUIM DO PACUI,Pública
16004230,ESC EST PROF Mª CRISTINA B RODRIGUES,Pública
16004329,ESCOLA DE EDUCACAO BASICA E PROFISSIONAL GOVERNADOR JANARY GENTIL NUNES,Privada
16004353,ESC EST EVERALDO DA S VASCONCELOS JR,Pública
16004370,ESC EST PROF JOSE BARROSO TOSTES,Pública
16004388,ESC EST ALBERTO SANTOS DUMONT,Pública
16004400,ESC EST ALMIRANTE BARROSO,Pública
16004418,ESC EST AUGUSTO ANTUNES,Pública
16004469,ESC EST OSVALDINA FERREIRA DA SILVA,Pública
16004493,ESC EST PROF AFONSO ARINOS DE MELO FRANCO,Pública
16004507,ESC EST PROF ELIZABETH PICANCO ESTEVES,Pública
16004515,ESC EST PROF FRANCISCO W LOBATO LIMA,Pública
16004531,ESC EST PROF JOSE RIBAMAR PESTANA,Pública
16004779,COLEGIO IRMA MARIA JOSE,Privada
16004906,ESC EST MINEKO HAYASHIDA,Pública
16004981,ESC EST MUNGUBA DO JARI,Pública
16005007,ESC EST PROF SONIA HENRIQUES BARRETO,Pública
16005341,ESC EST D PEDRO I,Pública
16005414,ESC EST PROFª ANTONIA SILVA SANTOS,Pública
16005783,ESC EST FAGUNDES VARELA,Pública
16006291,ESC EST PROF IZANETE VICTOR DOS SANTOS,Pública
16006461,ESCOLA ESTADUAL MARIA IVONE DE MENEZES,Pública
16006780,ESC EST PROF MARIA DE NAZARE PEREIRA VASCONCELOS,Pública
16006852,ESC EST MARIA NEUSA CARMO DE SOUSA,Pública
16007123,IFAP - CAMPUS LARANJAL DO JARI,Pública
16007271,ESC EST RIVANDA NAZARE DA S GUIMARAES,Pública
16007310,IFAP - CAMPUS MACAPA,Pública
16007441,ESC EST PROF ESTHER DA SILVA VIRGOLINO,Pública
16007484,ESC ADVENTISTA DE MACAPA,Privada
16007654,ESC BOSQUE DO AMAPA MOD REG DO BAILIQUE,Pública
16007735,NUCLEO DE EDUCACAO INTEGRADA - NEI,Privada
16007743,COLEGIO INTERGENIUS,Privada
16007794,ESCOLA META,Privada
16008340,ESC FAMILIA AGROEXTRATIVISTA DO CARVAO,Privada
16008626,ESC EST RAIMUNDA DOS PASSOS SANTOS,Pública
16008820,ESC EST PROF BENIGNA MOREIRA SOUZA,Pública
16009290,ESC EST IGARAPE DA FORTALEZA,Pública
16009380,CENTRO DE ENSINO PODIUM,Privada
16009606,ESC EST PROF ANTONIO MESSIAS G DA SILVA,Pública
16009762,CEDAP - CENTRO DE EDUCACAO DO AMAPA,Privada
16009940,ESC EST PROF RODOVAL BORGES SILVA,Pública
16010000,ESC EST PROF NANCY NINA DA COSTA,Pública
16010361,ESC EST PROF NILTON BALIEIRO MACHADO,Pública
16010370,ESC EST PROF ANTONIO FERREIRA LIMA NETO,Pública
16010418,ESC EST PROF MARIA CAVALCANTE DE AZEVEDO PICANCO,Pública
16010493,ESC EST LEVINDO ALVES DOS SANTOS,Pública
16010787,ESC EST PROF VANDA MARIA DE SOUZA CABETE,Pública
16010825,ESC EST ELIAS DE FREITAS TRAJANO DE SOUZA,Pública
16010949,ESC EST ALZIRA DE LIMA SANTOS,Pública
16011023,COLEGIO ALBERT EINSTEIN LTDA-EPP,Privada
16011201,ESC EST PROF JACINTA MARIA RODRIGUES DE CARVALHO,Pública
16011244,COLEGIO ESTACAO,Privada
16011341,ESC EST PROF RISALVA FREITAS DO AMARAL,Pública
16011570,COLEGIO EXPANSIVO,Privada
16011589,IFAP - CAMPUS SANTANA,Pública
16011678,IFAP - CAMPUS PORTO GRANDE,Pública
16011694,CENTRO DE ENSINO MADRE TEREZA,Privada
16011848,ESC EST PROF ANTONIO MUNHOZ LOPES,Pública
16012054,COLEGIO PHYSICS MACAPA,Privada
16012100,COLEGIO CONCEITO LTDA,Privada
16012232,INSTITUTO DE FORMACAO PROFISSIONALE EMPREGO - IFOPE,Privada
16012461,ESC EST PROF CARLOS ALBERTO VIANA MARQUES,Pública
16027000,COLEGIO EQUIPE MACAPA,Privada
17000335,IFTO - CAMPUS ARAGUATINS,Pública
17000378,ESC EST GIRASSOL DE TEMPO INTEGRAL DENISE GOMIDE AMUI,Pública
17001005,COLEGIO ESTADUAL MANOEL VICENTE DE SOUZA,Pública
17001048,COLEGIO MILITAR DO ESTADO DO TOCANTINS LA SALLE,Pública
17001161,COLEGIO ESTADUAL MARECHAL RIBAS JUNIOR,Pública
17001439,COLEGIO ESTADUAL BURITI,Pública
17001595,ESCOLA ESTADUAL RAIMUNDO NONATO TORRES,Pública
17001650,ESCOLA ESTADUAL CICERO GOMES DE JESUS,Pública
17001730,COLEGIO ESTADUAL JOSE DE SOUZA PORTO,Pública
17001935,ESC EST DR ULISSES GUIMARAES,Pública
17001943,COLEGIO ESTADUAL OLAVO BILAC,Pública
17002435,ESCOLA ESTADUAL PEDRO LUDOVICO TEIXEIRA,Pública
17002648,COL EST RAIMUNDO NEIVA DE CARVALHO,Pública
17002737,COL EST PRES CASTELO BRANCO,Pública
17002745,ESCOLA ESTADUAL DOM CORNELIO CHIZZINI,Pública
17002753,COL EST DR JOSE FELICIANO FERREIRA,Pública
17003083,ESC EST GENESIO GOMES,Pública
17003261,ESC EST JOAO XXIII,Pública
17003440,ESCOLA ESTADUAL SAMPAIO,Pública
17003512,COLEGIO ESTADUAL IRMAOS FILGUEIRAS,Pública
17003644,COLEGIO MILITAR DO ESTADO DO TOCANTINS - ESCOLA EST BELA VISTA,Pública
17003652,ESCOLA EST SAO MIGUEL,Pública
17003849,COL EST IRIO OLIVEIRA SOUZA,Pública
17003970,COL EST MARECHAL RIBAS JUNIOR,Pública
17004209,COLEGIO DOM ORIONE,Pública
17004217,CENTRO DE ENSINO MEDIO GIRASSOL DE TEMPO INTEGRAL DARCY MARINHO,Pública
17004268,COLEGIO ESTADUAL GIRASSOL DE TEMPO INTEGRAL NAZARE NUNES DA SILVA,Pública
17004284,COL EST JUSCELINO K DE OLIVEIRA,Pública
17004799,ESCOLA PAROQUIAL CRISTO REI,Pública
17004918,COL EST GETULIO VARGAS,Pública
17004950,CENTRO DE ENSINO MEDIO PAULO FREIRE,Pública
17004977,COL EST ADOLFO BEZERRA DE MENEZES,Pública
17004985,CENTRO DE ENSINO MEDIO BENJAMIM JOSE DE ALMEIDA,Pública
17004993,COL EST GUILHERME DOURADO,Pública
17005000,CENTRO DE ENSINO MEDIO CASTELO BRANCO,Pública
17005019,COL EST RUI BARBOSA,Pública
17005078,ASSOCIACAO SANTA CRUZ DE ARAGUAINA,Privada
17005094,COLEGIO DE APLICACAO,Pública
17005213,EDUCANDARIO DE ARAGUAINA,Privada
17005264,COLEGIO ESTADUAL CAMPOS BRASIL,Pública
17005299,ESCOLA ESTADUAL GIRASSOL DE TEMPO INTEGRAL DEPUTADO FEDERAL JOSE ALVES DE ASSIS,Pública
17005329,ESCOLA ESTADUAL FRANCISCO MAXIMO DE SOUSA,Pública
17005337,COLEGIO ESTADUAL PROFESSORA SILVANDIRA SOUSA LIMA,Pública
17005345,COLEGIO EST HENRIQUE C AMORIM,Pública
17005370,COLEGIO ESTADUAL JORGE AMADO,Pública
17006422,ESCOLA ESTADUAL MACHADO DE ASSIS,Pública
17006430,ESCOLA ESTADUAL SAO PEDRO,Pública
17006481,COLEGIO ESTADUAL RUILON DIAS CARNEIRO,Pública
17006511,ESCOLA ESTADUAL ARCELINO FRANCISCO DO NASCIMENTO,Pública
17006848,COL EST LEOPOLDO DE BULHOES,Pública
17006872,ESCOLA ESTADUAL RUI BARBOSA,Pública
17007429,ESC EST BARTOLOMEU BUENO DA SILVA,Pública
17007470,COLEGIO ALBERT EINSTEIN,Privada
17007488,ESCOLA ESTADUAL FRANCISCO PEREIRA FELICIO,Pública
17007496,CENTRO DE ENSINO MEDIO PRESIDENTE CASTELO BRANCO,Pública
17007500,COLEGIO MILITAR DO ESTADO DO TOCANTINS - JOAO XXIII,Pública
17007526,ESCOLA ESTADUAL LACERDINO OLIVEIRA CAMPOS,Pública
17007828,ESCOLA FAMILIA AGRICOLA ZE DE DEUS,Pública
17007860,REDE DE ENSINO PROPOSITO - REP,Privada
17007887,ESCOLA MUNICIPAL DE FILADELFIA,Pública
17008794,COLEGIO ESTADUAL MARECHAL COSTA E SILVA,Pública
17008867,COL EST DR HELIO SOUZA BUENO,Pública
17009316,ESCOLA ESTADUAL JOAO AIRES GABRIEL,Pública
17009880,ESC EST ANAIDES BRITO MIRANDA,Pública
17010020,COLEGIO ESTADUAL JOSE LUIZ SIQUEIRA,Pública
17010330,ESCOLA ESTADUAL EURICO MOTA,Pública
17010748,COLEGIO ESTADUAL DE ARAGUACEMA,Pública
17010926,COLEGIO ESTADUAL PRESIDENTE TANCREDO NEVES,Pública
17010934,ESC EST PRESIDENTE COSTA E SILVA,Pública
17011396,COLEGIO ESTADUAL BERNARDO SAYAO,Pública
17011736,COLEGIO ESTADUAL TRAJANO DE ALMEIDA,Pública
17011787,COL EST ARCHANGELA MILHOMEM,Pública
17012104,COLEGIO ESTADUAL JOAO DIAS SOBRINHO,Pública
17012350,COL EST PRES CASTELO BRANCO,Pública
17012970,COL EST ANTENOR BARREIRA,Pública
17013356,COLEGIO COMERCIAL IMPACTO,Privada
17013364,COLEGIO MILITAR DO ESTADO DO TOCANTINS - DONA ANAIDES BRITO MIRANDA,Pública
17013429,ESC EST IRINEU ALBANO HENDGES,Pública
17013453,CENTRO DE ENSINO MEDIO OQUERLINA TORRES,Pública
17014050,COLEGIO ESTADUAL FRANCISCA ALVES DE ALENCAR,Pública
17014298,COLEGIO ESTADUAL ZICO DORNELES,Pública
17014646,COL MILITAR DO ESTADO DO TOCANTINS - SANTA TEREZINHA,Pública
17014654,COLEGIO TOCANTINS,Pública
17014727,CENTRO DE ENSINO MEDIO DONA FILOMENA MOREIRA DE PAULA,Pública
17014751,ESCOLA ESTADUAL JOSE DAMASCENO VASCONCELOS,Pública
17015375,CENTRO DE ENSINO MEDIO RUI BRASIL CAVALCANTE,Pública
17015952,COLEGIO ESTADUAL 1º DE JUNHO,Pública
17016231,COL EST SERRA DAS CORDILHEIRAS,Pública
17016819,COL EST JUSCELINO KUBITSCHEK,Pública
17016932,COLEGIO ESTADUAL DR VALDECY PINHEIRO,Pública
17017041,ESC EST SAO TOMAS DE AQUINO,Pública
17017165,COLEGIO ESTADUAL JOAO TAVARES MARTINS,Pública
17017653,COLEGIO ESTADUAL DE CRISTALANDIA,Pública
17017912,COLEGIO ESTADUAL ELESBAO LIMA,Pública
17018161,COLEGIO ESTADUAL CONCEICAO BRITO,Pública
17018188,ESCOLA ESTADUAL RIACHUELO,Pública
17018390,COLEGIO ESTADUAL TIRADENTES,Pública
17018994,COLEGIO ESTADUAL LAGOA DA CONFUSAO,Pública
17019095,COLEGIO ESTADUAL VEREADOR PEDRO XAVIER TEIXEIRA,Pública
17019176,CENTRO DE ENS MEDIO JOSE ALVES DE ASSIS,Pública
17019192,COLEGIO ESTADUAL IDALINA DE PAULA,Pública
17019206,INSTITUTO PRESBITERIANO VALE DO TOCANTINS,Pública
17019290,COLEGIO ESTADUAL PROFESSOR JOSE NEZIO RAMOS,Pública
17019303,ESCOLA ESTADUAL SAO JOSE OPERARIO,Pública
17019729,COL EST BARTOLOMEU BUENO,Pública
17020140,COLEGIO ESTADUAL NOSSA SENHORA APARECIDA,Pública
17020336,COLEGIO ESTADUAL ANITA CASSIMIRO MORENO,Pública
17020590,COLEGIO ESTADUAL DE ALVORADA,Pública
17020867,COLEGIO ESTADUAL PADRAO,Pública
17021146,COLEGIO ESTADUAL TARSO DUTRA,Pública
17021243,COL EST ALAIR SENA CONCEICAO,Pública
17021502,CENTRO DE ENSINO MEDIO ARY RIBEIRO VALADAO FILHO,Pública
17021545,COLEGIO BERNARDO SAYAO DE GURUPI,Privada
17021553,CENTRO DE ENSINO MEDIO DE GURUPI,Pública
17021588,ESCOLA ESTADUAL DR JOAQUIM PEREIRA DA COSTA,Pública
17021600,ESCOLA ESTADUAL PRESBITERIANO ARAGUAIA,Pública
17021634,CENTRO EDUCACIONAL DE GURUPI,Privada
17021685,CENTRO DE ENSINO MEDIO BOM JESUS,Pública
17021731,ESCOLA ESTADUAL HERCILIA CARVALHO DA SILVA,Pública
17021774,COLEGIO MILITAR DO ESTADO DO TOCANTINS PRESIDENTE COSTA E SILVA,Pública
17022312,COLEGIO MILITAR DO ESTADO DO TOCANTINS - PROFESSORA MARIA GUEDES,Pública
17022819,COLEGIO ESTADUAL DOM ALANO,Pública
17023394,ESCOLA ESTADUAL GIRASSOL DE TEMPO INTEGRAL MEIRA MATOS,Pública
17023530,ESC EST ALFREDO NASSER,Pública
17023939,COLEGIO ESTADUAL PADRE GAMA,Pública
17024307,COLEGIO ESTADUAL CRISTO REI,Pública
17024790,CEM PROFESSOR FLORENCIO AIRES,Pública
17024846,COL SAGRADO CORACAO DE JESUS,Privada
17024889,COLEGIO MILITAR DO ESTADO DO TOCANTINS - CUSTODIA DA SILVA PEDREIRA,Pública
17024919,COLEGIO ESTADUAL DR PEDRO LUDOVICO TEIXEIRA,Pública
17024935,ESCOLA ESTADUAL ANA DE SOUZA PAIVA,Pública
17024951,ESCOLA ESTADUAL GIRASSOL DE TEMPO INTEGRAL IRMA ASPASIA,Pública
17024960,COLEGIO ESTADUAL MARECHAL ARTUR DA COSTA E SILVA,Pública
17025206,CEM FELIX CAMOA I,Pública
17025621,COLEGIO ESTADUAL GIRASSOL DE TEMPO INTEGRAL SANTA MARIA,Pública
17025885,COLEGIO ESTADUAL JOAO DA SILVA GUIMARAES,Pública
17026156,COLEGIO ULBRA PALMAS,Privada
17026164,COLEGIO MILITAR DO ESTADO DO TOCANTINS - SENADOR ANTONIO LUIZ MAYA,Pública
17026172,CENTRO DE ENSINO MEDIO SANTA RITA DE CASSIA,Pública
17026229,CENTRO DE ENSINO MEDIO TIRADENTES,Pública
17026237,COLEGIO PALMAS LTDA ME,Privada
17026245,ESCOLA ESTADUAL BEIRA RIO,Pública
17026253,COLEGIO ESTADUAL CRIANCA ESPERANCA,Pública
17026261,ESCOLA ESTADUAL VILA UNIAO,Pública
17026270,COLEGIO ESTADUAL DOM ALANO MARIE DU NODAY,Pública
17026288,COLEGIO ESTADUAL DUQUE DE CAXIAS,Pública
17026296,ESC EST FREDERICO JOSE PEDREIRA NETO,Pública
17026300,ESCOLA ESTADUAL LIBERDADE,Pública
17026334,ESCOLA ESTADUAL NOVO HORIZONTE,Pública
17026342,ESCOLA ESTADUAL MARCIA BARBOSA CASTRO,Pública
17026350,COLEGIO ESTADUAL SAO JOSE,Pública
17026369,ESCOLA ESTADUAL SETOR SUL,Pública
17026377,ESCOLA ESTADUAL VALE DO SOL,Pública
17026920,COLEGIO ESTADUAL BATISTA PROFESSORA BEATRIZ RODRIGUES DA SILVA,Pública
17027608,ESCOLA ESTADUAL MANOEL ALVES GRANDE,Pública
17027705,COLEGIO ESTADUAL OTONIEL CAVALCANTE DE JESUS,Pública
17027993,COL EST ADA DE ASSIS TEIXEIRA,Pública
17028000,ESCOLA ESTADUAL PROFESSOR VICENTE JOSE VIEIRA,Pública
17028795,COLEGIO ESTADUAL DE ITACAJA,Pública
17029449,ESC EST REZENDE DE ALMEIDA,Pública
17029864,ESCOLA ESTADUAL SALMON DO AMARAL BRITO,Pública
17029872,COLEGIO ESTADUAL 31 DE MARCO,Pública
17030412,ESCOLA ESTADUAL ESTEFANIO TELES DAS CHAGAS,Pública
17030528,COLEGIO ESTADUAL PROFESSORA ELIACENA MOURA LEITAO,Pública
17030811,COLEGIO ESTADUAL ODOLFO SOARES,Pública
17031540,COLEGIO ESTADUAL RIO SONO,Pública
17031990,COLEGIO ESTADUAL PROFESSOR MANOEL SILVERIO DOURADO,Pública
17032091,ESCOLA ESTADUAL SAGRADO CORACAO DE JESUS,Pública
17032229,COLEGIO ESTADUAL DR ABNER ARAUJO PACINI,Pública
17032717,ESCOLA ESTADUAL GIRASSOL DE TEMPO INTEGRAL AGRICOLA DAVID AIRES FRANCA,Pública
17032750,ESCOLA ESTADUAL BRIGADEIRO FELIPE,Pública
17032784,ESCOLA ESTADUAL PROFESSORA ZULMIRA MAGALHAES,Pública
17033276,COLEGIO ESTADUAL PROFESSORA RANULFA,Pública
17033292,COLEGIO ESTADUAL LAVANDEIRA,Pública
17033624,COLEGIO ESTADUAL JOAQUIM DE SENA E SILVA,Pública
17033705,COL EST CEL JOSE FRANCISCO DE AZEVEDO,Pública
17033993,COLEGIO JOAO D ABREU,Pública
17034027,CENTRO DE ENSINO MEDIO ANTONIO POVOA,Pública
17034035,ESC EST CEL ABILIO WOLNEY,Pública
17034612,COL EST DR QUINTILIANO DA SILVA,Pública
17034620,COLEGIO ESTADUAL AGROPECUARIO DE NATIVIDADE,Pública
17034639,ESCOLA ESTADUAL JOAQUIM LINO SUARTE,Pública
17035163,COLEGIO ESTADUAL FULGENCIO NUNES,Pública
17035180,COLEGIO ESTADUAL DR JOAO D ABREU,Pública
17035287,COLEGIO ESTADUAL DESEMBARGADOR VIRGILIO DE MELO FRANCO,Pública
17035848,COLEGIO ESTADUAL MANOEL DOS SANTOS ROSAL,Pública
17036208,COLEGIO ESTADUAL ANTONIO CARLOS DE FRANCA,Pública
17036577,COL EST ALFREDO NASSER,Pública
17036704,ESCOLA ESTADUAL VIRGILIO FERREIRA DE FRANCA,Pública
17036755,COL EST TENENTE SALVADOR RIBEIRO,Pública
17036917,COLEGIO ESTADUAL REGINA SIQUEIRA CAMPOS,Pública
17037158,COL EST PROF AURELIANO,Pública
17037220,COLEGIO ESTADUAL JUSTINO DE ALMEIDA,Pública
17037786,ESC EST JOAQUIM FRANCISCO DE AZEVEDO,Pública
17039355,COLEGIO DR DANTE PAZZANESE,Privada
17039371,COLEGIO ADVENTISTA DE GURUPI,Privada
17039436,ESCOLA ESTADUAL GIRASSOL DE TEMPO INTEGRAL MAJOR JUVENAL PEREIRA DE SOUZA,Pública
17039673,IFTO - CAMPUS ARAGUAINA,Pública
17039894,ESCOLA ESTADUAL RAIMUNDO NONATO LEITE,Pública
17039932,COLEGIO ESTADUAL JOAQUINA MARIA DA SILVA,Pública
17040051,COLEGIO ESTADUAL PORTO DO RIO MARANHAO,Pública
17040124,ESC FAMILIA AGRICOLA DE PORTO NACIONAL,Pública
17040183,COLEGIO ESTADUAL ULISSES GUIMARAES,Pública
17041830,COLEGIO ADVENTISTA DE ARAGUAINA,Privada
17042798,COLEGIO ESTADUAL GIRASSOL DE TEMPO INTEGRAL AGROPECUARIO DE ALMAS,Pública
17043980,IFTO - CAMPUS PORTO NACIONAL,Pública
17044200,COLEGIO COC PALMAS,Privada
17046270,COLEGIO MILITAR DO ESTADO DO TOCANTINS - DR JOSE ALUISIO DA SILVA LUZ,Pública
17046807,COLEGIO MARISTA PALMAS,Privada
17047358,ESCOLA ESTADUAL SANTA GERTRUDES,Pública
17047382,IFTO - CAMPUS GURUPI,Pública
17047439,CENTRO DE ENSINO MEDIO DE TAQUARALTO,Pública
17047790,COLEGIO ESTADUAL PROFESSOR JOSE CARNEIRO DE BRITO,Pública
17049237,COLEGIO ESTADUAL GIRASSOL DE TEMPO INTEGRAL RACHEL DE QUEIROZ,Pública
17050294,CENTRO DE ENSINO MEDIO CASTRO ALVES,Pública
17050715,COLEGIO MILITAR DO ESTADO DO TOCANTINS - PROFESSORA ANTONINA MILHOMEM,Pública
17051371,CET-SESI CENTRO DE ENS TRAB-SERV SOCIAL DA IND,Privada
17051983,IFTO - CAMPUS PALMAS,Pública
17052050,CENTRO DE ENSINO MEDIO CABO APARICIO ARAUJO PAZ,Pública
17052068,COLEGIO ESTADUAL JARDIM PAULISTA,Pública
17052564,CENTRO EDUCACIONAL SAO FRANCISCO DE ASSIS,Privada
17052963,COLEGIO ESTADUAL DE TALISMA,Pública
17054060,ESCOLA ESTADUAL MARIA DOS REIS ALVES BARROS,Pública
